datetime_utc,sei,fin,right,humpback,lat,lon,analyst,notes
20160413161632,absent,present,absent,present,41.7263,-69.7084,julianne.gurnee,
20160413174632,absent,present,absent,present,41.7302,-69.7100,julianne.gurnee,
20160413181632,absent,present,absent,present,41.7280,-69.7080,julianne.gurnee,
20160413194632,absent,present,absent,present,41.7217,-69.7127,julianne.gurnee,
20160413201632,absent,present,absent,present,41.7169,-69.7092,julianne.gurnee,
20160413213132,absent,absent,absent,present,41.7026,-69.7131,julianne.gurnee,
20160413221632,absent,present,absent,present,41.7017,-69.7029,julianne.gurnee,
20160413231632,absent,present,absent,present,41.6754,-69.6911,julianne.gurnee,
20160414001632,absent,present,absent,present,41.6645,-69.6766,julianne.gurnee,
20160414010316,absent,absent,absent,present,41.6572,-69.6629,julianne.gurnee,
20160414011658,absent,absent,absent,absent,41.6536,-69.6609,julianne.gurnee,
20160414013132,absent,absent,absent,present,41.6537,-69.6578,julianne.gurnee,
20160414021632,absent,absent,absent,present,41.6513,-69.6437,julianne.gurnee,
20160414022103,absent,absent,absent,absent,41.6513,-69.6437,julianne.gurnee,
20160414031632,absent,absent,absent,present,41.6519,-69.6312,julianne.gurnee,
20160414041632,absent,present,absent,present,41.6585,-69.6156,julianne.gurnee,
20160414051632,absent,absent,absent,present,41.6674,-69.6063,julianne.gurnee,
20160414061632,absent,absent,absent,present,41.6747,-69.5929,julianne.gurnee,
20160414070241,absent,absent,absent,present,41.6785,-69.5837,julianne.gurnee,
20160414073132,absent,absent,absent,present,41.6796,-69.5818,julianne.gurnee,
20160414081632,absent,present,absent,present,41.6791,-69.5723,julianne.gurnee,
20160414091632,absent,present,absent,present,41.6748,-69.5578,julianne.gurnee,
20160414101632,present,present,absent,absent,41.6690,-69.5442,julianne.gurnee,
20160414103132,maybe,absent,absent,maybe,41.6667,-69.5394,julianne.gurnee,
20160414111632,absent,present,absent,present,41.6634,-69.5250,julianne.gurnee,
20160414121632,absent,present,absent,present,41.6529,-69.5113,julianne.gurnee,A+lot+of+high+frequency+noise+in+P3+and+6+but+some+HW+calling+in+P4-5.
20160414131632,maybe,present,absent,present,41.6487,-69.4989,julianne.gurnee,Two+possible+unclassified+SW+doublets+in+P2+and+3%2C+and+another+possible+with+one+classified+%0D%0Adownsweep+in+P5.
20160414140819,absent,absent,absent,present,41.6481,-69.4927,julianne.gurnee,
20160414151632,maybe,present,absent,present,41.6480,-69.4887,julianne.gurnee,Possible+SW+doublets+at+the+beginning+of+P3+and+7.++Another+possible+downsweep+in+P5.
20160414161632,absent,present,absent,present,41.6565,-69.4916,julianne.gurnee,
20160414171632,present,present,absent,present,41.6550,-69.4922,julianne.gurnee,
20160414181632,present,absent,absent,present,41.6508,-69.4907,julianne.gurnee,
20160414191632,absent,absent,absent,absent,41.6556,-69.4957,julianne.gurnee,Faint+FW+in+P14-15%3F++Almost+enough+evidence+to+say+Possibly.
20160414193132,absent,absent,absent,present,41.6532,-69.4943,julianne.gurnee,
20160414201632,absent,absent,absent,present,41.6460,-69.4899,julianne.gurnee,
20160414210657,absent,absent,absent,absent,41.6388,-69.4855,julianne.gurnee,
20160414213132,maybe,absent,absent,present,41.6465,-69.4933,julianne.gurnee,SW+doublets+in+P11+and+14+and+another+classified+in+P12.++The+doublet+in+P14+isn%27t+high+quality+%0D%0Aenough+or+isolated+enough+from+HW+to+depend+on+for+a+detection.
