datetime_utc,sei,fin,right,humpback,lat,lon,analyst,notes
20160724140542,absent,absent,absent,absent,48.3379,-64.1754,hansen.johnson,
20160724142042,absent,absent,absent,absent,48.3379,-64.1721,hansen.johnson,
20160724150542,absent,absent,absent,absent,48.3315,-64.1562,hansen.johnson,
20160724152042,absent,absent,absent,absent,48.3286,-64.1515,hansen.johnson,
20160724160542,absent,absent,absent,absent,48.3271,-64.1424,hansen.johnson,
20160724171141,absent,absent,absent,absent,48.3196,-64.1323,hansen.johnson,
20160724171334,absent,absent,absent,absent,48.3196,-64.1323,hansen.johnson,
20160724172042,absent,absent,absent,absent,48.3196,-64.1323,hansen.johnson,
20160724173542,absent,absent,absent,absent,48.3192,-64.1305,hansen.johnson,
20160724180542,absent,absent,absent,absent,48.3197,-64.1255,hansen.johnson,
20160724190542,absent,absent,absent,absent,48.3161,-64.1220,hansen.johnson,
20160724192042,absent,absent,absent,absent,48.3159,-64.1223,hansen.johnson,
20160724200542,absent,absent,absent,absent,48.3168,-64.1145,hansen.johnson,p2+loud+unknown+LF+tonals
20160724210542,absent,absent,absent,absent,48.3105,-64.1211,hansen.johnson,
20160724220542,absent,absent,absent,absent,48.3121,-64.1104,hansen.johnson,
20160724230542,absent,absent,absent,absent,48.3030,-64.1138,hansen.johnson,
20160725000542,absent,absent,absent,absent,48.3046,-64.1037,hansen.johnson,p8+what+is+this+LF+nose%3F
20160725010542,absent,absent,absent,absent,48.2906,-64.0923,hansen.johnson,p11+%28and+elsewhere%29+more+unkown+LF+tonals+w%2F+harmonics
20160725020542,absent,absent,absent,absent,48.2920,-64.0822,hansen.johnson,
20160725030542,absent,absent,absent,absent,48.2770,-64.0641,hansen.johnson,
20160725040542,absent,absent,absent,absent,48.2803,-64.0545,hansen.johnson,p3+prolific+unknown+LF+tonals+w%2F+harmonics
20160725050542,absent,absent,absent,absent,48.2654,-64.0411,hansen.johnson,
20160725052042,absent,absent,absent,absent,48.2661,-64.0393,hansen.johnson,
20160725060542,absent,absent,absent,absent,48.2693,-64.0330,hansen.johnson,
20160725070542,absent,absent,absent,absent,48.2563,-64.0325,hansen.johnson,p5+ver+loud+unknown+LF+tonals
20160725080542,absent,absent,absent,absent,48.2612,-64.0239,hansen.johnson,
20160725090542,absent,absent,absent,absent,48.2500,-64.0322,hansen.johnson,
20160725100542,absent,absent,absent,absent,48.2550,-64.0241,hansen.johnson,
20160725110542,absent,absent,absent,absent,48.2435,-64.0257,hansen.johnson,p14+unkown+LF+tonals
20160725112042,absent,absent,absent,absent,48.2424,-64.0255,hansen.johnson,
20160725120542,absent,absent,absent,absent,48.2464,-64.0194,hansen.johnson,p5+loud+unknown+lf+tonals
20160725130542,absent,absent,absent,absent,48.2264,-64.0030,hansen.johnson,
20160725132042,absent,absent,absent,absent,48.2272,-64.0016,hansen.johnson,
20160725140542,absent,absent,absent,absent,48.2316,-63.9969,hansen.johnson,p7+loud+unknown+lf+tonals+w%2F+harmonics
20160725150542,absent,absent,absent,absent,48.2067,-63.9755,hansen.johnson,p15+what+is+that+HF+tonal%3F
20160725152042,absent,absent,absent,absent,48.2082,-63.9742,hansen.johnson,
20160725160542,absent,absent,absent,absent,48.2130,-63.9699,hansen.johnson,p2+unknown+lf+tonal.+p6+what+is+that%3F
20160725170542,absent,absent,absent,absent,48.1986,-63.9568,hansen.johnson,
20160725180542,absent,absent,absent,absent,48.2055,-63.9519,hansen.johnson,p6+more+unknown+lf+noise
20160725185715,absent,absent,absent,absent,48.2008,-63.9497,hansen.johnson,
20160725185908,absent,absent,absent,absent,48.2008,-63.9497,hansen.johnson,
20160725190542,absent,absent,absent,absent,48.2008,-63.9497,hansen.johnson,p13+faint+HF+sweeps+-+likely+spurious
20160725192042,absent,absent,absent,absent,48.2007,-63.9478,hansen.johnson,
20160725200542,absent,absent,absent,absent,48.2010,-63.9393,hansen.johnson,
20160725210542,absent,absent,present,absent,48.1961,-63.9410,hansen.johnson,Right%3A+%3E6+classified+beautiful+upcalls.+Detected
20160725212042,absent,absent,present,absent,48.1965,-63.9382,hansen.johnson,Right%3A+upcalls+continue+from+last+tally+period.+Here+there+are+4+unclassified+and+1+classified.+Given+%0D%0Acontext+I%27m+scoring+as+detected.+
20160725220542,absent,absent,absent,absent,48.1976,-63.9297,hansen.johnson,p8+more+unknown+LF+signals
20160725230542,absent,absent,absent,absent,48.1896,-63.9284,hansen.johnson,
20160726000542,absent,absent,absent,absent,48.1907,-63.9169,hansen.johnson,p3%2C+2+possibly+broken+upcalls.+Not+enough+for+possible
20160726002042,absent,absent,absent,absent,48.1911,-63.9141,hansen.johnson,
20160726010542,absent,absent,absent,absent,48.1765,-63.9068,hansen.johnson,Many+spurious+tracks
20160726020542,absent,absent,absent,absent,48.1784,-63.8953,hansen.johnson,
20160726030542,absent,absent,absent,absent,48.1607,-63.8811,hansen.johnson,
