datetime_utc,sei,fin,right,humpback,lat,lon,analyst,notes
20170802195955,absent,absent,absent,absent,43.0819,-65.4955,kim.davies,
20170802205955,absent,absent,absent,absent,43.0754,-65.5130,kim.davies,
20170802215500,absent,absent,absent,absent,43.0673,-65.5255,kim.davies,
20170802225955,absent,absent,absent,absent,43.0621,-65.5298,kim.davies,
20170802231455,absent,absent,absent,absent,43.0602,-65.5292,kim.davies,
20170802235534,absent,absent,absent,absent,43.0548,-65.5272,kim.davies,
20170803001455,absent,absent,absent,absent,43.0552,-65.5266,kim.davies,
20170803005955,absent,absent,absent,absent,43.0494,-65.5120,kim.davies,
20170803015136,absent,absent,absent,absent,43.0428,-65.4934,kim.davies,
20170803015955,absent,absent,absent,absent,43.0428,-65.4934,kim.davies,
20170803021455,absent,absent,absent,absent,43.0427,-65.4902,kim.davies,
20170803025955,absent,absent,absent,absent,43.0363,-65.4729,kim.davies,
20170803031455,absent,absent,absent,absent,43.0342,-65.4671,kim.davies,
20170803035856,absent,absent,absent,absent,43.0278,-65.4497,kim.davies,
20170803045955,absent,absent,absent,absent,43.0238,-65.4394,kim.davies,400-600+Hz+downsweeps
20170803051455,absent,absent,absent,absent,43.0218,-65.4361,kim.davies,
20170803054924,absent,absent,absent,absent,43.0180,-65.4271,kim.davies,
20170803065955,absent,absent,absent,absent,43.0145,-65.4282,kim.davies,
20170803071455,absent,absent,absent,absent,43.0131,-65.4287,kim.davies,
20170803075701,absent,absent,absent,absent,43.0090,-65.4303,kim.davies,
20170803085955,absent,absent,absent,absent,43.0051,-65.4359,kim.davies,
20170803095136,absent,absent,absent,absent,43.0002,-65.4418,kim.davies,
20170803105955,absent,absent,absent,absent,42.9935,-65.4398,kim.davies,
20170803111455,absent,absent,absent,absent,42.9923,-65.4390,kim.davies,
20170803115152,absent,absent,absent,absent,42.9882,-65.4371,kim.davies,
20170803115955,absent,absent,absent,absent,42.9882,-65.4371,kim.davies,
20170803121455,absent,absent,absent,absent,42.9854,-65.4366,kim.davies,
20170803125955,absent,absent,absent,absent,42.9790,-65.4250,kim.davies,
20170803131455,absent,absent,absent,absent,42.9768,-65.4211,kim.davies,
20170803132955,absent,absent,absent,absent,42.9747,-65.4173,kim.davies,
20170803134455,absent,absent,absent,absent,42.9725,-65.4134,kim.davies,
20170803134720,absent,absent,absent,absent,42.9706,-65.4121,kim.davies,
20170803135955,absent,absent,absent,absent,42.9706,-65.4121,kim.davies,
20170803141455,absent,absent,absent,absent,42.9681,-65.4095,kim.davies,
20170803145955,absent,absent,absent,absent,42.9593,-65.3970,kim.davies,
20170803151455,absent,absent,absent,absent,42.9564,-65.3928,kim.davies,
20170803155917,absent,absent,absent,absent,42.9476,-65.3802,kim.davies,
20170803165955,absent,absent,absent,absent,42.9367,-65.3726,kim.davies,
20170803171455,absent,absent,absent,absent,42.9337,-65.3709,kim.davies,
20170803175846,absent,absent,absent,absent,42.9246,-65.3657,kim.davies,
20170803185955,absent,absent,maybe,absent,42.9158,-65.3733,kim.davies,One+nice+classified+upcall+in+P13%2C+another+unclassified+faint+call+in+P6.
20170803195248,absent,absent,absent,absent,42.9074,-65.3793,kim.davies,
20170803205955,absent,absent,absent,absent,42.9034,-65.3922,kim.davies,Upcall+in+P14%3F
20170803215843,absent,absent,maybe,absent,42.8993,-65.4025,kim.davies,Upcalls+in+P6+and+P8.+Could+be+a+third+one+in+P9+but+not+totally+convinced.+++Quite+a+bit+of+other+noise.++Not+%0D%0Aquite+enough+to+be+completely+sure.
20170803225955,absent,absent,present,absent,42.8980,-65.4101,kim.davies,
20170803235244,absent,absent,absent,absent,42.8950,-65.4123,kim.davies,
20170804005955,absent,absent,absent,absent,42.8913,-65.4019,kim.davies,
20170804011455,absent,absent,absent,absent,42.8901,-65.3984,kim.davies,
20170804012955,absent,absent,absent,absent,42.8890,-65.3948,kim.davies,
20170804015900,absent,absent,absent,absent,42.8867,-65.3877,kim.davies,
20170804021455,absent,absent,absent,absent,42.8874,-65.3826,kim.davies,
20170804025955,absent,absent,absent,absent,42.8827,-65.3653,kim.davies,
20170804031455,absent,absent,absent,absent,42.8809,-65.3596,kim.davies,
20170804035258,absent,absent,absent,absent,42.8756,-65.3418,kim.davies,
20170804045955,absent,absent,absent,absent,42.8697,-65.3226,kim.davies,3+fin+whale+calls+in+P13-14+and+3+more+in+P16
20170804051455,absent,absent,absent,absent,42.8685,-65.3183,kim.davies,
20170804055727,absent,absent,absent,absent,42.8648,-65.3056,kim.davies,
20170804060211,absent,absent,absent,absent,42.8620,-65.3041,kim.davies,
20170804061455,absent,absent,absent,absent,42.8620,-65.3041,kim.davies,
20170804065955,absent,absent,absent,absent,42.8596,-65.2987,kim.davies,
20170804071455,absent,absent,absent,absent,42.8591,-65.2968,kim.davies,
20170804074829,absent,absent,absent,absent,42.8563,-65.2929,kim.davies,
20170804085955,absent,present,absent,absent,42.8569,-65.2918,kim.davies,
20170804095955,absent,absent,absent,absent,42.8588,-65.2902,kim.davies,
20170804100213,absent,absent,absent,absent,42.8596,-65.2934,kim.davies,
20170804105955,absent,absent,absent,absent,42.8598,-65.2913,kim.davies,
20170804111455,absent,absent,absent,absent,42.8597,-65.2897,kim.davies,
20170804115107,absent,absent,absent,absent,42.8602,-65.2856,kim.davies,
20170804115955,absent,absent,absent,absent,42.8602,-65.2856,kim.davies,
20170804121455,absent,absent,absent,absent,42.8610,-65.2846,kim.davies,
20170804125955,absent,absent,absent,absent,42.8579,-65.2724,kim.davies,
20170804135614,absent,absent,absent,absent,42.8538,-65.2562,kim.davies,
20170804141455,absent,absent,absent,absent,42.8576,-65.2498,kim.davies,
20170804145955,absent,absent,absent,absent,42.8512,-65.2355,kim.davies,
20170804155245,absent,absent,absent,absent,42.8432,-65.2163,kim.davies,
20170804165955,absent,present,absent,absent,42.8358,-65.2034,kim.davies,
20170804175844,absent,absent,absent,absent,42.8270,-65.1919,kim.davies,
20170804181455,absent,absent,absent,absent,42.8257,-65.1918,kim.davies,unclassified+upcall+in+P7%3F
20170804185955,absent,absent,present,absent,42.8233,-65.1900,kim.davies,A+lot+of+noise+in+this+record%2C+but+there+are+enough+classified+upcalls+to+go+detected+on+this+one.++The+ones+in+%0D%0AP2+and+P3+are+really+nice.
20170804195329,absent,absent,absent,absent,42.8206,-65.1884,kim.davies,
20170804201455,absent,absent,absent,absent,42.8218,-65.1920,kim.davies,
20170804205955,absent,absent,absent,absent,42.8242,-65.1923,kim.davies,
20170804211455,absent,absent,absent,absent,42.8250,-65.1924,kim.davies,
20170804214850,absent,absent,absent,absent,42.8282,-65.1946,kim.davies,
20170804215955,absent,absent,absent,absent,42.8282,-65.1946,kim.davies,
20170804221455,absent,absent,absent,absent,42.8299,-65.1956,kim.davies,
20170804225955,absent,absent,absent,absent,42.8331,-65.1921,kim.davies,
20170804231455,absent,absent,absent,absent,42.8342,-65.1909,kim.davies,
20170804235955,absent,absent,absent,absent,42.8374,-65.1874,kim.davies,
20170805000055,absent,absent,absent,absent,42.8374,-65.1874,kim.davies,
20170805005955,absent,absent,absent,absent,42.8397,-65.1778,kim.davies,
20170805015701,absent,absent,absent,absent,42.8395,-65.1628,kim.davies,
20170805025955,absent,absent,absent,absent,42.8370,-65.1466,kim.davies,
20170805031455,absent,absent,absent,absent,42.8356,-65.1415,kim.davies,
