EVENTNO,MONTH,DAY,YEAR,TIME,LATITUDE,LONGITUDE,HEADING,LEGTYPE,LEGSTAGE,WX,CLOUD,VISIBLTY,BEAUFORT,SIGHTNO,SPECCODE,IDREL,NUMBER,CONFIDNC,NUMCALF,ANHEAD,PHOTOS,BEHAV1,BEHAV2,BEHAV3,BEHAV4,BEHAV5,BEHAV6,BEHAV7,BEHAV8,BEHAV9,BEHAV10,BEHAV11,BEHAV12,BEHAV13,BEHAV14,BEHAV15,NOTES
1,8,21,2016,100546,48.279535,-64.43213667,220,5,1,C,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,"START WATCH - ARK-P, JF-S, HBM-R"
2,8,21,2016,100555,48.27932167,-64.432425,222,5,2,C,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,
3,8,21,2016,100655,48.278505,-64.43432333,349,5,2,C,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,
4,8,21,2016,100755,48.27968167,-64.43137333,70,5,2,C,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,
5,8,21,2016,100855,48.28047667,-64.42768,72,5,2,C,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,
6,8,21,2016,100955,48.28124833,-64.42398833,71,5,2,C,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,
7,8,21,2016,101055,48.282025,-64.42030333,71,5,2,C,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,
8,8,21,2016,101155,48.28280167,-64.41662833,71,5,2,C,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,
9,8,21,2016,101255,48.283585,-64.412915,73,5,2,C,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,
10,8,21,2016,101355,48.284355,-64.409185,74,5,2,C,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,
11,8,21,2016,101455,48.28513167,-64.40548,72,5,2,C,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,
12,8,21,2016,101555,48.28589833,-64.40176,72,5,2,C,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,
13,8,21,2016,101603,48.28599167,-64.40126,72,5,2,H,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,
14,8,21,2016,101655,48.28665667,-64.39802667,71,5,2,H,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,
15,8,21,2016,101755,48.28742667,-64.39431667,73,5,2,H,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,
16,8,21,2016,101855,48.28823833,-64.390595,72,5,2,H,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,
17,8,21,2016,101955,48.28900167,-64.38684167,72,5,2,H,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,
18,8,21,2016,102055,48.28978667,-64.38311667,72,5,2,H,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,
19,8,21,2016,102155,48.290545,-64.37939,72,5,2,H,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,
20,8,21,2016,102255,48.29130333,-64.37567167,71,5,2,H,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,
21,8,21,2016,102355,48.29206,-64.37194833,74,5,2,H,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,
22,8,21,2016,102455,48.29283167,-64.36822,72,5,2,H,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,
23,8,21,2016,102555,48.29360667,-64.36448333,75,5,2,H,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,
24,8,21,2016,102655,48.29436833,-64.36072833,72,5,2,H,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,
25,8,21,2016,102755,48.29517167,-64.35693167,73,5,2,H,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,
26,8,21,2016,102855,48.295985,-64.35307333,71,5,2,H,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,
27,8,21,2016,102955,48.29677333,-64.34924667,73,5,2,H,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,
28,8,21,2016,103055,48.29758,-64.34539167,72,5,2,H,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,
29,8,21,2016,103156,48.29835333,-64.34154333,73,5,2,H,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,
30,8,21,2016,103256,48.29912667,-64.33770167,74,5,2,H,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,
31,8,21,2016,103356,48.29991167,-64.33387167,73,5,2,H,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,
32,8,21,2016,103456,48.30068,-64.33004167,73,5,2,H,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,
33,8,21,2016,103556,48.301425,-64.32619667,74,5,2,H,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,
34,8,21,2016,103656,48.30215167,-64.32234667,76,5,2,H,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,
35,8,21,2016,103756,48.30289333,-64.318475,74,5,2,H,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,
36,8,21,2016,103856,48.30362833,-64.31457,73,5,2,H,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,
37,8,21,2016,103956,48.30440667,-64.310665,74,5,2,H,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,
38,8,21,2016,104056,48.30516,-64.30674667,73,5,2,H,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,
39,8,21,2016,104156,48.30593833,-64.30282167,75,5,2,H,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,
40,8,21,2016,104256,48.30662833,-64.298855,75,5,2,H,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,
41,8,21,2016,104356,48.30733333,-64.29494,75,5,2,H,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,
42,8,21,2016,104456,48.30804667,-64.29107833,76,5,2,H,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,
43,8,21,2016,104556,48.30873333,-64.28741667,74,5,2,H,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,
44,8,21,2016,104656,48.30935167,-64.28392667,76,5,2,H,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,
45,8,21,2016,104756,48.30996333,-64.280435,75,5,2,H,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,
46,8,21,2016,104856,48.310585,-64.27692,74,5,2,H,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,
47,8,21,2016,104934,48.31098833,-64.27471,74,5,2,H,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,
48,8,21,2016,104956,48.31122167,-64.27344333,75,5,2,H,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,
49,8,21,2016,105056,48.31172,-64.26989667,77,5,2,H,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,
50,8,21,2016,105156,48.312215,-64.266365,78,5,2,H,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,
51,8,21,2016,105251,48.31264,-64.26313667,78,5,2,H,2,5,3,1,HAPO,3,2,0,,,1,,,,,,,,,,,,,,,,
52,8,21,2016,105256,48.31267667,-64.26284333,79,5,2,H,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,
53,8,21,2016,105328,48.312915,-64.260905,79,5,2,H,2,5,3,2,SV-S,9,2,0,,,1,,,,,,,,,,,,,,,,
54,8,21,2016,105356,48.31313667,-64.25933667,80,5,2,H,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,
55,8,21,2016,105456,48.313535,-64.255815,79,5,2,H,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,
56,8,21,2016,105556,48.31395167,-64.25230167,82,5,2,H,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,
57,8,21,2016,105656,48.31435833,-64.248785,81,5,2,H,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,
58,8,21,2016,105756,48.31473833,-64.24526667,81,5,2,H,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,
59,8,21,2016,105856,48.315185,-64.24175833,79,5,2,H,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,
60,8,21,2016,105956,48.31558833,-64.238255,79,5,2,H,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,
61,8,21,2016,110056,48.31600333,-64.234745,81,5,2,H,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,
