EVENTNO,MONTH,DAY,YEAR,TIME,LATITUDE,LONGITUDE,HEADING,LEGTYPE,LEGSTAGE,WX,CLOUD,VISIBLTY,BEAUFORT,SIGHTNO,SPECCODE,IDREL,NUMBER,CONFIDNC,NUMCALF,ANHEAD,PHOTOS,BEHAV1,BEHAV2,BEHAV3,BEHAV4,BEHAV5,BEHAV6,BEHAV7,BEHAV8,BEHAV9,BEHAV10,BEHAV11,BEHAV12,BEHAV13,BEHAV14,BEHAV15,NOTES
1,8,1,2016,134329,48.38786,-64.457545,88,5,1,C,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,START WATCH FOR DAY - PKH-P KRH-S JCA-R 
2,8,1,2016,134403,48.387915,-64.45551167,88,5,2,C,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,
3,8,1,2016,134427,48.38797333,-64.45401333,87,5,2,C,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,
4,8,1,2016,134515,48.388065,-64.45115667,87,5,2,C,1,5,1,1,UNSE,3,1,0,,,1,,,,,,,,,,,,,,,,
5,8,1,2016,134528,48.38809,-64.45044167,87,5,2,C,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,
6,8,1,2016,134628,48.38821167,-64.44689,88,5,2,C,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,
7,8,1,2016,134728,48.388325,-64.44334,87,5,2,C,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,
8,8,1,2016,134828,48.388465,-64.43981833,86,5,2,C,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,
9,8,1,2016,134928,48.38859667,-64.436315,87,5,2,C,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,
10,8,1,2016,135028,48.388745,-64.43281333,86,5,2,C,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,
11,8,1,2016,135128,48.38889333,-64.42929167,86,5,2,C,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,
12,8,1,2016,135219,48.38903333,-64.42631167,86,5,2,C,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,
13,8,1,2016,135228,48.38906,-64.425785,85,5,2,C,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,
14,8,1,2016,135328,48.38923833,-64.42228,85,5,2,C,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,
15,8,1,2016,135428,48.38943,-64.41876333,85,5,2,C,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,
16,8,1,2016,135459,48.38953167,-64.41689,85,5,2,C,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,
17,8,1,2016,135528,48.38961667,-64.41525,86,5,2,C,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,
18,8,1,2016,135628,48.38980667,-64.411725,86,5,2,C,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,
19,8,1,2016,135728,48.39000167,-64.40818,85,5,2,C,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,
20,8,1,2016,135828,48.39021667,-64.40464167,85,5,2,C,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,
21,8,1,2016,135928,48.39038167,-64.40106667,85,5,2,C,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,
22,8,1,2016,140028,48.39059,-64.397495,85,5,2,C,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,
23,8,1,2016,140128,48.390795,-64.39393,85,5,2,C,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,
