EVENTNO,MONTH,DAY,YEAR,TIME,LATITUDE,LONGITUDE,HEADING,LEGTYPE,LEGSTAGE,WX,CLOUD,VISIBLTY,BEAUFORT,SIGHTNO,SPECCODE,IDREL,NUMBER,CONFIDNC,NUMCALF,ANHEAD,PHOTOS,BEHAV1,BEHAV2,BEHAV3,BEHAV4,BEHAV5,BEHAV6,BEHAV7,BEHAV8,BEHAV9,BEHAV10,BEHAV11,BEHAV12,BEHAV13,BEHAV14,BEHAV15,NOTES
1,7,31,2016,93301,48.04296667,-64.02225667,161.2,5,1,H,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,"START WATCH FOR DAY: JCA-P, PAD-S, KRH-R"
2,7,31,2016,93309,48.04269333,-64.02204833,152.8,5,2,H,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,
3,7,31,2016,93315,48.04252,-64.02190833,152.8,5,2,H,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,
4,7,31,2016,93409,48.04051,-64.02029833,152,5,2,H,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,
5,7,31,2016,93509,48.03829333,-64.01855333,152.3,5,2,H,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,
6,7,31,2016,93609,48.03609,-64.01678167,151,5,2,H,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,
7,7,31,2016,93709,48.03386167,-64.01504333,152.6,5,2,H,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,
8,7,31,2016,93809,48.03162,-64.01328333,152.2,5,2,H,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,
9,7,31,2016,93909,48.029375,-64.011535,152.1,5,2,H,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,
10,7,31,2016,93928,48.02866,-64.01098,152.1,5,2,H,1,5,2,1,TUNS,2,1,0,,,1,,,,,,,,,,,,,,,,
11,7,31,2016,94009,48.02712,-64.00978833,153.2,5,2,H,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,
12,7,31,2016,94109,48.02485,-64.00800333,152,5,2,H,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,
13,7,31,2016,94209,48.02261833,-64.006235,152.8,5,2,H,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,
14,7,31,2016,94309,48.02036333,-64.00448,152,5,2,H,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,
15,7,31,2016,94409,48.01812833,-64.002675,150.2,5,2,H,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,
16,7,31,2016,94509,48.015965,-64.00072833,149.5,5,2,H,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,
17,7,31,2016,94609,48.01377833,-63.99879167,149.6,5,2,H,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,
18,7,31,2016,94709,48.01160167,-63.99682167,148.7,5,2,H,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,
19,7,31,2016,94809,48.00947167,-63.994775,145.4,5,2,H,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,
20,7,31,2016,94909,48.00736333,-63.99269833,146.7,5,2,H,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,
21,7,31,2016,95009,48.00526167,-63.9906,146.2,5,2,H,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,
22,7,31,2016,95109,48.00315333,-63.98853,146,5,2,H,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,
23,7,31,2016,95209,48.00106667,-63.98644333,146.2,5,2,H,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,
24,7,31,2016,95309,47.99897833,-63.98438167,146.6,5,2,H,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,
25,7,31,2016,95409,47.99689833,-63.98233333,147.5,5,2,H,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,
26,7,31,2016,95509,47.99481667,-63.98027167,146.8,5,2,H,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,
27,7,31,2016,95609,47.99273333,-63.97819833,146.4,5,2,H,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,
28,7,31,2016,95709,47.99063667,-63.97612333,146.1,5,2,H,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,
29,7,31,2016,95809,47.98854167,-63.97403833,146.9,5,2,H,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,
30,7,31,2016,95909,47.98648167,-63.97191167,143.8,5,2,H,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,
31,7,31,2016,100009,47.98446,-63.969665,141.9,5,2,H,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,
32,7,31,2016,100109,47.982525,-63.967295,140.6,5,2,H,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,
33,7,31,2016,100209,47.98060333,-63.96491667,140.4,5,2,H,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,
34,7,31,2016,100309,47.97875833,-63.962405,137,5,2,H,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,
35,7,31,2016,100409,47.976925,-63.959905,137.3,5,2,H,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,
