EVENTNO,MONTH,DAY,YEAR,TIME,LATITUDE,LONGITUDE,HEADING,LEGTYPE,LEGSTAGE,WX,CLOUD,VISIBLTY,BEAUFORT,SIGHTNO,SPECCODE,IDREL,NUMBER,CONFIDNC,NUMCALF,ANHEAD,PHOTOS,BEHAV1,BEHAV2,BEHAV3,BEHAV4,BEHAV5,BEHAV6,BEHAV7,BEHAV8,BEHAV9,BEHAV10,BEHAV11,BEHAV12,BEHAV13,BEHAV14,BEHAV15,NOTES
1,7,25,2016,93404,47.86585,-63.609675,297.1,5,1,G,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,START WATCH FOR DAY: PAD-S PKH-P JCA-R  
2,7,25,2016,93411,47.86596833,-63.61003,296.6,5,2,G,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,
3,7,25,2016,93511,47.86703,-63.61305833,301.8,5,2,G,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,
4,7,25,2016,93611,47.86873833,-63.61521667,337.5,5,2,G,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,
5,7,25,2016,93711,47.87087167,-63.616395,356.7,5,2,G,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,
6,7,25,2016,93731,47.87164333,-63.61631167,356.7,5,2,G,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,
7,7,25,2016,93811,47.87318333,-63.61639167,345.5,5,2,G,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,
8,7,25,2016,93911,47.87379167,-63.6193,244,5,2,G,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,
9,7,25,2016,94011,47.87157667,-63.62058333,184.9,5,2,G,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,
10,7,25,2016,94111,47.86902667,-63.62082667,183.6,5,2,G,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,
11,7,25,2016,94211,47.86647333,-63.62111,183.1,5,2,G,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,
12,7,25,2016,94311,47.863935,-63.62137833,185.2,5,2,G,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,
13,7,25,2016,94411,47.86136667,-63.621615,184.4,5,2,G,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,
14,7,25,2016,94511,47.85879,-63.62186167,183.2,5,2,G,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,
15,7,25,2016,94612,47.85624333,-63.62207833,183.5,5,2,G,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,
16,7,25,2016,94712,47.85367167,-63.62229667,184.2,5,2,G,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,
17,7,25,2016,94812,47.85114,-63.62253167,183.4,5,2,G,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,
18,7,25,2016,94912,47.848605,-63.62274333,184.1,5,2,G,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,
19,7,25,2016,95012,47.84604333,-63.62296333,182,5,2,G,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,
20,7,25,2016,95112,47.84349167,-63.62320833,183.7,5,2,G,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,
21,7,25,2016,95212,47.84095,-63.623415,183.3,5,2,G,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,
22,7,25,2016,95312,47.83849333,-63.623615,182.8,5,2,G,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,
23,7,25,2016,95412,47.83603333,-63.62377333,182.9,5,2,G,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,
24,7,25,2016,95512,47.83353667,-63.623965,182.4,5,2,G,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,
25,7,25,2016,95612,47.83109833,-63.62414,180.3,5,2,G,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,
26,7,25,2016,95712,47.828645,-63.623955,178.5,5,2,G,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,
27,7,25,2016,95812,47.82622167,-63.62376333,177.3,5,2,G,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,
28,7,25,2016,95912,47.82380667,-63.623565,177.4,5,2,G,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,
29,7,25,2016,100012,47.82139167,-63.62333,176.6,5,2,G,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,
30,7,25,2016,100112,47.81895333,-63.623115,175.9,5,2,G,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,
31,7,25,2016,100212,47.81651667,-63.622875,177.6,5,2,G,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,
32,7,25,2016,100312,47.81409833,-63.62264833,176,5,2,G,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,
33,7,25,2016,100412,47.81167,-63.62246333,177.1,5,2,G,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,
34,7,25,2016,100512,47.80927333,-63.62230167,177.8,5,2,G,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,
35,7,25,2016,100612,47.80687833,-63.62212,177.8,5,2,G,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,
36,7,25,2016,100712,47.80447833,-63.621915,176.8,5,2,G,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,
37,7,25,2016,100812,47.80207,-63.62172167,177.4,5,2,G,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,
38,7,25,2016,100912,47.79966667,-63.62149667,175.5,5,2,G,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,
39,7,25,2016,101012,47.79726833,-63.62124333,176.6,5,2,G,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,
40,7,25,2016,101112,47.79484833,-63.62103,176.4,5,2,G,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,
41,7,25,2016,101212,47.79242167,-63.62077333,175.2,5,2,G,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,
42,7,25,2016,101312,47.79001333,-63.62053667,174.5,5,2,G,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,
43,7,25,2016,101412,47.78760167,-63.62025667,177.5,5,2,G,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,
44,7,25,2016,101512,47.785175,-63.619995,176.5,5,2,G,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,
45,7,25,2016,101612,47.78274667,-63.61975667,176.8,5,2,G,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,
46,7,25,2016,101712,47.78030833,-63.619535,177.3,5,2,G,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,
47,7,25,2016,101812,47.77788,-63.6193,177.2,5,2,G,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,
48,7,25,2016,101912,47.77542667,-63.61905,176.3,5,2,G,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,
49,7,25,2016,102012,47.77296167,-63.61876833,175.1,5,2,G,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,
50,7,25,2016,102112,47.77048333,-63.61846167,175.1,5,2,G,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,
51,7,25,2016,102130,47.76974,-63.61834833,175.1,5,2,G,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,
52,7,25,2016,102212,47.76800667,-63.61813,175.2,5,2,G,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,
53,7,25,2016,102312,47.76551,-63.61783333,175.3,5,2,G,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,
54,7,25,2016,102412,47.76303,-63.61755667,175.6,5,2,G,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,
55,7,25,2016,102512,47.76056667,-63.61723667,175.3,5,2,G,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,
56,7,25,2016,102555,47.75876,-63.61703167,175.3,5,2,G,4,4,0,1,FG-U,9,1,0,,,1,,,,,,,,,,,,,,,,
57,7,25,2016,102612,47.75809667,-63.61695,175.1,5,2,G,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,
58,7,25,2016,102712,47.75561667,-63.61660167,174.9,5,2,G,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,
59,7,25,2016,102812,47.75312833,-63.61627,174,5,2,G,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,
60,7,25,2016,102912,47.75063333,-63.61593,175.6,5,2,G,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,
61,7,25,2016,102921,47.750225,-63.61586,175.6,5,2,G,4,4,0,2,FG-U,9,1,0,,,1,,,,,,,,,,,,,,,,
62,7,25,2016,103012,47.74817,-63.61560833,175.5,5,2,G,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,
63,7,25,2016,103059,47.74622,-63.61535667,175.5,5,2,G,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,W/C KRH-P DDM-S PKH-R
64,7,25,2016,103112,47.74568667,-63.61530667,175.5,5,2,G,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,
65,7,25,2016,103212,47.74322167,-63.61513667,180.1,5,2,G,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,
66,7,25,2016,103312,47.74074667,-63.61511,180.1,5,2,G,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,
67,7,25,2016,103330,47.74000167,-63.61511333,180.1,5,2,H,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,
68,7,25,2016,103412,47.73826,-63.61510667,181.4,5,2,H,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,
69,7,25,2016,103512,47.73576667,-63.61508833,180.6,5,2,H,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,
