EVENTNO,MONTH,DAY,YEAR,TIME,LATITUDE,LONGITUDE,HEADING,LEGTYPE,LEGSTAGE,WX,CLOUD,VISIBLTY,BEAUFORT,SIGHTNO,SPECCODE,IDREL,NUMBER,CONFIDNC,NUMCALF,ANHEAD,PHOTOS,BEHAV1,BEHAV2,BEHAV3,BEHAV4,BEHAV5,BEHAV6,BEHAV7,BEHAV8,BEHAV9,BEHAV10,BEHAV11,BEHAV12,BEHAV13,BEHAV14,BEHAV15,NOTES
1,7,30,2016,93128,47.562535,-64.20017833,27,5,1,H,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,"START WATCH FOR DAY: DMM-P, KRH-S, PKH-R  "
2,7,30,2016,93154,47.56332333,-64.19957,27,5,2,H,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,
3,7,30,2016,93222,47.564215,-64.19887667,27,5,2,H,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,
4,7,30,2016,93254,47.56524333,-64.19811833,24,5,2,H,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,
5,7,30,2016,93354,47.56720667,-64.19679,24,5,2,H,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,
6,7,30,2016,93454,47.56917,-64.19547667,24,5,2,H,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,
7,7,30,2016,93554,47.57113833,-64.19413333,26,5,2,H,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,
8,7,30,2016,93654,47.573095,-64.19280667,25,5,2,H,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,
9,7,30,2016,93754,47.57505833,-64.19146833,25,5,2,H,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,
10,7,30,2016,93854,47.577025,-64.19012667,25,5,2,H,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,
11,7,30,2016,93954,47.57898833,-64.188775,25,5,2,H,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,
12,7,30,2016,94054,47.58095333,-64.18743833,25,5,2,H,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,
