EVENTNO,MONTH,DAY,YEAR,TIME,LATITUDE,LONGITUDE,HEADING,LEGTYPE,LEGSTAGE,WX,CLOUD,VISIBLTY,BEAUFORT,SIGHTNO,SPECCODE,IDREL,NUMBER,CONFIDNC,NUMCALF,ANHEAD,PHOTOS,BEHAV1,BEHAV2,BEHAV3,BEHAV4,BEHAV5,BEHAV6,BEHAV7,BEHAV8,BEHAV9,BEHAV10,BEHAV11,BEHAV12,BEHAV13,BEHAV14,BEHAV15,NOTES
1,8,19,2016,163138,47.68770833,-64.61092333,122,5,1,C,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,"BEGIN WATCH: BEM-P, ARK-S, MNH-R"
2,8,19,2016,163159,47.68725,-64.60985,122,5,2,C,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,
3,8,19,2016,163206,47.687095,-64.60948833,122,5,2,C,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,
4,8,19,2016,163306,47.68577333,-64.60641667,122,5,2,C,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,
5,8,19,2016,163406,47.68445667,-64.603375,123,5,2,C,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,
6,8,19,2016,163506,47.683115,-64.60036667,123,5,2,C,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,
7,8,19,2016,163606,47.68179833,-64.597365,123,5,2,C,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,
8,8,19,2016,163706,47.68047333,-64.594365,125,5,2,C,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,
9,8,19,2016,163806,47.67916333,-64.59135667,122,5,2,C,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,
10,8,19,2016,163906,47.67785333,-64.58835333,123,5,2,C,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,
11,8,19,2016,164006,47.67654833,-64.58534833,122,5,2,C,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,
12,8,19,2016,164106,47.675225,-64.58235667,124,5,2,C,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,
13,8,19,2016,164206,47.67389333,-64.57937,123,5,2,C,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,
14,8,19,2016,164306,47.672585,-64.57632833,123,5,2,C,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,
15,8,19,2016,164406,47.67128333,-64.57334,124,5,2,C,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,
16,8,19,2016,164506,47.67009,-64.570255,120,5,2,C,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,
17,8,19,2016,164606,47.66890667,-64.56714667,119,5,2,C,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,
18,8,19,2016,164706,47.66773,-64.56406333,119,5,2,C,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,
19,8,19,2016,164806,47.666545,-64.56097833,120,5,2,C,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,
20,8,19,2016,164906,47.66533667,-64.55791833,120,5,2,C,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,
21,8,19,2016,165006,47.66415667,-64.55485333,120,5,2,C,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,
22,8,19,2016,165106,47.662955,-64.55180167,120,5,2,C,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,
