EVENTNO,MONTH,DAY,YEAR,TIME,LATITUDE,LONGITUDE,HEADING,LEGTYPE,LEGSTAGE,WX,CLOUD,VISIBLTY,BEAUFORT,SIGHTNO,SPECCODE,IDREL,NUMBER,CONFIDNC,NUMCALF,ANHEAD,PHOTOS,BEHAV1,BEHAV2,BEHAV3,BEHAV4,BEHAV5,BEHAV6,BEHAV7,BEHAV8,BEHAV9,BEHAV10,BEHAV11,BEHAV12,BEHAV13,BEHAV14,BEHAV15,NOTES
1,7,17,2016,91253,42.904315,-65.18460667,283,5,0,G,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,GETTING BACK TO TRACKLINE 
2,7,17,2016,91318,42.904335,-65.184755,281,5,0,G,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,
3,7,17,2016,91418,42.90439833,-65.18508167,288,5,0,G,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,
4,7,17,2016,91518,42.90449,-65.18539167,295,5,0,G,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,
5,7,17,2016,91618,42.90462667,-65.18570833,301,5,0,G,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,
6,7,17,2016,91718,42.90477833,-65.18602667,305,5,0,G,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,
7,7,17,2016,91818,42.90493833,-65.18637333,306,5,0,G,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,
8,7,17,2016,91918,42.90445167,-65.18785333,238,5,0,G,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,
9,7,17,2016,92018,42.90383833,-65.19034167,254,5,0,G,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,
10,7,17,2016,92055,42.90343,-65.192295,254,5,1,G,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,START WATCH FOR DAY
11,7,17,2016,92118,42.90316333,-65.19359,255,5,2,G,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,
12,7,17,2016,92218,42.90244333,-65.19703667,253,5,2,G,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,
13,7,17,2016,92231,42.90228833,-65.19777333,253,5,2,G,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,"DDM-P, PAD-S, KRH-R"
14,7,17,2016,92318,42.90171333,-65.200435,254,5,2,G,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,
15,7,17,2016,92418,42.90100667,-65.203855,254,5,2,G,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,
16,7,17,2016,92518,42.90027,-65.20725833,254,5,2,G,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,
17,7,17,2016,92618,42.89955167,-65.21067833,255,5,2,G,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,
18,7,17,2016,92718,42.898805,-65.21406167,251,5,2,G,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,
19,7,17,2016,92818,42.89795667,-65.21739,250,5,2,G,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,
20,7,17,2016,92918,42.897085,-65.220675,251,5,2,G,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,
21,7,17,2016,93018,42.89621167,-65.22403167,249,5,2,G,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,
22,7,17,2016,93118,42.89530833,-65.22738,251,5,2,G,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,
23,7,17,2016,93218,42.89442667,-65.23076,251,5,2,G,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,
24,7,17,2016,93318,42.89350167,-65.23412667,249,5,2,G,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,
25,7,17,2016,93418,42.89261167,-65.23746833,251,5,2,G,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,
26,7,17,2016,93518,42.891705,-65.24076,249,5,2,G,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,
27,7,17,2016,93555,42.89116333,-65.24275333,249,5,2,G,3,3.5,1,,,,,,,,,,,,,,,,,,,,,,,,
28,7,17,2016,93618,42.890795,-65.24406,250,5,2,G,3,3.5,1,,,,,,,,,,,,,,,,,,,,,,,,
29,7,17,2016,93718,42.88988167,-65.24733333,249,5,2,G,3,3.5,1,,,,,,,,,,,,,,,,,,,,,,,,
30,7,17,2016,93818,42.888915,-65.25057167,247,5,2,G,3,3.5,1,,,,,,,,,,,,,,,,,,,,,,,,
31,7,17,2016,93918,42.88794833,-65.25383667,248,5,2,G,3,3.5,1,,,,,,,,,,,,,,,,,,,,,,,,
32,7,17,2016,93925,42.88782833,-65.25421,248,5,2,G,3,3.5,1,1,SADO,3,3,0,,,1,,,,,,,,,,,,,,,,
33,7,17,2016,94018,42.88696,-65.257095,248,5,2,G,3,3.5,1,,,,,,,,,,,,,,,,,,,,,,,,
34,7,17,2016,94048,42.886485,-65.25864333,248,5,2,G,4,3.5,1,,,,,,,,,,,,,,,,,,,,,,,,
35,7,17,2016,94118,42.88597667,-65.26027667,247,5,2,G,4,3.5,1,,,,,,,,,,,,,,,,,,,,,,,,
36,7,17,2016,94218,42.885015,-65.26348667,248,5,2,G,4,3.5,1,,,,,,,,,,,,,,,,,,,,,,,,
37,7,17,2016,94318,42.88404167,-65.266715,249,5,2,G,4,3.5,1,,,,,,,,,,,,,,,,,,,,,,,,
38,7,17,2016,94418,42.88307167,-65.26994333,247,5,2,G,4,3.5,1,,,,,,,,,,,,,,,,,,,,,,,,
39,7,17,2016,94518,42.88205333,-65.27318167,246,5,2,G,4,3.5,1,,,,,,,,,,,,,,,,,,,,,,,,
40,7,17,2016,94618,42.88101833,-65.27641167,247,5,2,G,4,3.5,1,,,,,,,,,,,,,,,,,,,,,,,,
41,7,17,2016,94718,42.880015,-65.27963,247,5,2,G,4,3.5,1,,,,,,,,,,,,,,,,,,,,,,,,
42,7,17,2016,94818,42.87902833,-65.28290833,248,5,2,G,4,3.5,1,,,,,,,,,,,,,,,,,,,,,,,,
43,7,17,2016,94918,42.87803,-65.28618167,247,5,2,G,4,3.5,1,,,,,,,,,,,,,,,,,,,,,,,,
44,7,17,2016,95019,42.87703833,-65.28944,247,5,2,G,4,3.5,1,,,,,,,,,,,,,,,,,,,,,,,,
45,7,17,2016,95119,42.87603167,-65.29271667,246,5,2,G,4,3.5,1,,,,,,,,,,,,,,,,,,,,,,,,
46,7,17,2016,95219,42.87504333,-65.29596333,247,5,2,G,4,3.5,1,,,,,,,,,,,,,,,,,,,,,,,,
47,7,17,2016,95319,42.87406333,-65.29920333,247,5,2,G,4,3.5,1,,,,,,,,,,,,,,,,,,,,,,,,
48,7,17,2016,95419,42.873115,-65.30247,247,5,2,G,4,3.5,1,,,,,,,,,,,,,,,,,,,,,,,,
49,7,17,2016,95519,42.872155,-65.30573167,249,5,2,G,4,3.5,1,,,,,,,,,,,,,,,,,,,,,,,,
50,7,17,2016,95619,42.871185,-65.30902167,249,5,2,G,4,3.5,1,,,,,,,,,,,,,,,,,,,,,,,,
51,7,17,2016,95719,42.870215,-65.312275,248,5,2,G,4,3.5,1,,,,,,,,,,,,,,,,,,,,,,,,
52,7,17,2016,95819,42.8693,-65.31551,248,5,2,G,4,3.5,1,,,,,,,,,,,,,,,,,,,,,,,,
53,7,17,2016,95919,42.86839667,-65.31873833,248,5,2,G,4,3.5,1,,,,,,,,,,,,,,,,,,,,,,,,
54,7,17,2016,100019,42.86740333,-65.32203667,247,5,2,G,4,3.5,1,,,,,,,,,,,,,,,,,,,,,,,,
55,7,17,2016,100033,42.86714833,-65.32287,247,5,2,G,4,3.5,1,2,UNDO,3,2,0,,,1,,,,,,,,,,,,,,,,
56,7,17,2016,100119,42.86641833,-65.325355,248,5,2,G,4,3.5,1,,,,,,,,,,,,,,,,,,,,,,,,
57,7,17,2016,100219,42.865435,-65.32863667,247,5,2,G,4,3.5,1,,,,,,,,,,,,,,,,,,,,,,,,
58,7,17,2016,100232,42.865205,-65.32939167,247,5,2,G,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,
59,7,17,2016,100319,42.86448833,-65.33191333,249,5,2,G,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,
60,7,17,2016,100419,42.86353333,-65.33521667,248,5,2,G,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,
61,7,17,2016,100519,42.86255,-65.33858833,248,5,2,G,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,
62,7,17,2016,100619,42.861645,-65.34186667,250,5,2,G,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,
63,7,17,2016,100719,42.86073333,-65.345155,249,5,2,G,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,
64,7,17,2016,100819,42.859775,-65.34841833,246,5,2,G,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,
65,7,17,2016,100919,42.858705,-65.35158167,246,5,2,G,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,
66,7,17,2016,101019,42.85761833,-65.35479667,246,5,2,G,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,
67,7,17,2016,101054,42.85699167,-65.35667,246,5,2,G,4,3,1,3,OCSU,3,1,0,,,1,,,,,,,,,,,,,,,,
68,7,17,2016,101119,42.856555,-65.358,246,5,2,G,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,
69,7,17,2016,101219,42.85553833,-65.36118833,246,5,2,G,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,
70,7,17,2016,101319,42.854455,-65.364385,244,5,2,G,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,
71,7,17,2016,101419,42.85336167,-65.36758,245,5,2,G,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,
72,7,17,2016,101519,42.85226167,-65.37078333,246,5,2,G,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,
73,7,17,2016,101619,42.85110667,-65.37391167,243,5,2,G,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,
74,7,17,2016,101719,42.84988333,-65.37699833,241,5,2,G,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,
75,7,17,2016,101819,42.84864333,-65.38008333,242,5,2,G,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,
76,7,17,2016,101918,42.847465,-65.38317667,242,5,2,G,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,
77,7,17,2016,101919,42.84744333,-65.38323,242,5,2,G,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,
