EVENTNO,MONTH,DAY,YEAR,TIME,LATITUDE,LONGITUDE,HEADING,LEGTYPE,LEGSTAGE,WX,CLOUD,VISIBLTY,BEAUFORT,SIGHTNO,SPECCODE,IDREL,NUMBER,CONFIDNC,NUMCALF,ANHEAD,PHOTOS,BEHAV1,BEHAV2,BEHAV3,BEHAV4,BEHAV5,BEHAV6,BEHAV7,BEHAV8,BEHAV9,BEHAV10,BEHAV11,BEHAV12,BEHAV13,BEHAV14,BEHAV15,NOTES
1,7,21,2016,95425,46.66209,-61.05328833,275,5,1,C,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,START WATCH FOR DAY: -  PKH-P PAD-S JCA-R  
2,7,21,2016,95438,46.662135,-61.05401,275,5,2,C,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,
3,7,21,2016,95538,46.66235167,-61.05736667,274,5,2,C,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,
4,7,21,2016,95638,46.66256167,-61.06074167,275,5,2,C,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,
5,7,21,2016,95650,46.66260333,-61.061415,275,5,2,C,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,
6,7,21,2016,95738,46.66275833,-61.06411333,275,5,2,C,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,
7,7,21,2016,95838,46.66294167,-61.06749,275,5,2,C,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,
8,7,21,2016,95938,46.66314333,-61.070845,275,5,2,C,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,
9,7,21,2016,100038,46.663335,-61.07415833,275,5,2,C,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,
10,7,21,2016,100138,46.66352,-61.07748,275,5,2,C,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,
11,7,21,2016,100238,46.66372167,-61.08080833,276,5,2,C,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,
12,7,21,2016,100338,46.66391833,-61.08412667,276,5,2,C,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,
13,7,21,2016,100406,46.66402,-61.08567833,276,5,2,C,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,
14,7,21,2016,100438,46.66413167,-61.08745167,276,5,2,C,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,
15,7,21,2016,100538,46.66432667,-61.09077,275,5,2,C,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,
16,7,21,2016,100638,46.66452167,-61.09408167,276,5,2,C,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,
17,7,21,2016,100738,46.66474167,-61.09739,274,5,2,C,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,
18,7,21,2016,100838,46.66495667,-61.10070167,276,5,2,C,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,
19,7,21,2016,100938,46.66518333,-61.10398667,276,5,2,C,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,
20,7,21,2016,101038,46.66540667,-61.10727333,275,5,2,C,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,
21,7,21,2016,101109,46.66551,-61.108975,275,5,2,C,1,5,3,1,FG-U,9,1,0,,,1,,,,,,,,,,,,,,,,PROBABLE CRAB GEAR
22,7,21,2016,101138,46.665625,-61.11056,277,5,2,C,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,
23,7,21,2016,101238,46.66584833,-61.11386,276,5,2,C,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,
24,7,21,2016,101338,46.66608167,-61.11714167,277,5,2,C,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,
25,7,21,2016,101438,46.666295,-61.12041167,275,5,2,C,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,
26,7,21,2016,101538,46.66650167,-61.12375,274,5,2,C,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,
27,7,21,2016,101559,46.666565,-61.12484,274,5,2,C,1,5,3,2,GRSE,3,1,0,,,1,,,,,,,,,,,,,,,,
28,7,21,2016,101638,46.666695,-61.12701167,276,5,2,C,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,
29,7,21,2016,101738,46.66689333,-61.13025,275,5,2,C,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,
30,7,21,2016,101838,46.66708,-61.13349167,275,5,2,C,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,
31,7,21,2016,101938,46.66727833,-61.13672833,276,5,2,C,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,
32,7,21,2016,102038,46.66747,-61.13995833,275,5,2,C,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,
33,7,21,2016,102138,46.66767333,-61.14320833,276,5,2,C,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,
34,7,21,2016,102238,46.66787667,-61.14647667,275,5,2,C,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,
35,7,21,2016,102338,46.668075,-61.14973,276,5,2,C,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,
36,7,21,2016,102438,46.66826667,-61.15296833,276,5,2,C,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,
37,7,21,2016,102538,46.66844833,-61.15614,276,5,2,C,1,5,3,3,FG-U,9,2,0,,,1,,,,,,,,,,,,,,,,PROBABLE CRAB GEAR
38,7,21,2016,102538,46.66845,-61.15619333,274,5,2,C,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,
39,7,21,2016,102638,46.66862667,-61.159425,275,5,2,C,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,
40,7,21,2016,102738,46.668815,-61.16264833,274,5,2,C,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,
41,7,21,2016,102837,46.668975,-61.16582333,274,5,2,C,1,5,3,4,FV-C,9,2,0,,,1,,,,,,,,,,,,,,,,
42,7,21,2016,102838,46.66897833,-61.16587667,275,5,2,C,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,
43,7,21,2016,102848,46.66900667,-61.166365,275,5,2,C,1,5,3,5,FG-U,9,1,0,,,1,,,,,,,,,,,,,,,,PROBABLE CRAB GEAR
44,7,21,2016,102938,46.66916333,-61.16911833,275,5,2,C,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,
45,7,21,2016,103038,46.669335,-61.17236167,274,5,2,C,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,
46,7,21,2016,103138,46.66951333,-61.17560667,276,5,2,C,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,
47,7,21,2016,103238,46.66972333,-61.17885,275,5,2,C,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,
48,7,21,2016,103240,46.66972667,-61.17890333,275,5,2,C,1,5,3,6,FV-C,9,1,0,,,1,,,,,,,,,,,,,,,,
49,7,21,2016,103338,46.66994167,-61.18210667,276,5,2,C,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,
50,7,21,2016,103438,46.67017667,-61.18535,276,5,2,C,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,
51,7,21,2016,103539,46.67041333,-61.18860167,275,5,2,C,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,
52,7,21,2016,103554,46.670475,-61.18941,275,5,2,C,1,5,3,7,FG-U,9,1,0,,,1,,,,,,,,,,,,,,,,PROBABLE CRAB GEAR
