datetime_utc,sei,fin,right,humpback,lat,lon,analyst,notes
20150906005101,absent,absent,absent,absent,43.9681,-68.0749,julianne.gurnee,Check+spectrogram%3A+Possible+faint+SW+downsweep+at+the+beginning+of+panel+13%3F++Too+faint+and+%0D%0Asome+surrounding+noise+so+not+convinced.
20150906010601,absent,absent,absent,absent,43.9681,-68.0749,julianne.gurnee,
20150906015101,absent,absent,absent,absent,43.9681,-68.0749,julianne.gurnee,
20150906020601,absent,absent,absent,absent,43.9681,-68.0749,julianne.gurnee,
20150906025101,absent,absent,absent,absent,43.9681,-68.0749,julianne.gurnee,
20150906035101,absent,absent,absent,absent,43.9681,-68.0749,julianne.gurnee,Some+sporadic+FW+pulses+in+this+tracking+period%2C+not+enough+pattern+and+too+much+surrounding+LF+%0D%0Anoise+to+be+convincing.
20150906045101,absent,absent,absent,absent,43.9681,-68.0749,julianne.gurnee,
20150906075101,absent,absent,absent,absent,43.9681,-68.0749,julianne.gurnee,
20150906085101,absent,absent,absent,absent,43.9681,-68.0749,julianne.gurnee,
20150906095101,absent,absent,absent,absent,43.9681,-68.0749,julianne.gurnee,
20150906100601,absent,absent,absent,absent,43.9681,-68.0749,julianne.gurnee,
20150906110601,absent,absent,absent,absent,43.9681,-68.0749,julianne.gurnee,
20150906120601,absent,absent,absent,absent,43.9681,-68.0749,julianne.gurnee,
20150906125101,absent,absent,absent,absent,43.9681,-68.0749,julianne.gurnee,
20150906135101,absent,absent,absent,absent,43.9681,-68.0749,julianne.gurnee,
20150906140601,absent,absent,absent,absent,43.9681,-68.0749,julianne.gurnee,
20150906142101,absent,absent,absent,absent,43.9681,-68.0749,julianne.gurnee,
20150906145101,absent,absent,absent,absent,43.9681,-68.0749,julianne.gurnee,
20150906185101,absent,absent,absent,absent,43.9681,-68.0749,julianne.gurnee,
20150906195101,absent,absent,absent,absent,43.9681,-68.0749,julianne.gurnee,
20150906205101,absent,absent,absent,absent,43.9681,-68.0749,julianne.gurnee,
20150906215101,absent,absent,absent,absent,43.9681,-68.0749,julianne.gurnee,
20150906225101,absent,absent,absent,absent,43.9681,-68.0749,julianne.gurnee,Crazy+loud+LF+noise+at+the+end+of+panel+4%2C+and+a+less+intense+one+in+panel+5.
20150906230601,absent,absent,absent,absent,43.9681,-68.0749,julianne.gurnee,Check+spectrogram%3A+Long%2C+faint+downsweep+in+panel+2.++Too+many+artifacts+and+too+low+frequency+to+%0D%0Abe+one+of+those+isolated+HW+downsweeps.++Not+sure+if+it%27s+biological.
20150906235101,absent,absent,absent,absent,43.9681,-68.0749,julianne.gurnee,
20150907005101,absent,absent,absent,absent,43.9681,-68.0749,julianne.gurnee,
20150907015101,absent,absent,absent,absent,43.9681,-68.0749,julianne.gurnee,
20150907025101,absent,absent,absent,absent,43.9681,-68.0749,julianne.gurnee,
20150907035101,absent,absent,absent,absent,43.9681,-68.0749,julianne.gurnee,
20150907045101,absent,absent,absent,absent,43.9681,-68.0749,julianne.gurnee,
20150907055101,absent,absent,absent,absent,43.9681,-68.0749,julianne.gurnee,FW+pulses+are+too+random+to+be+convincing.
20150907085101,absent,absent,absent,absent,43.9681,-68.0749,julianne.gurnee,Little+LF+downsweeps+in+panel+7%2C+not+sure+if+they%27re+just+noise+or+something+%0D%0Abiological.
