datetime_utc,sei,fin,right,humpback,lat,lon,analyst,notes
20150324211932,absent,absent,absent,absent,41.1418,-70.9292,mark.baumgartner,
20150324213432,absent,absent,absent,absent,41.1418,-70.9292,mark.baumgartner,
20150324214932,absent,absent,absent,absent,41.1418,-70.9292,mark.baumgartner,
20150324221932,absent,absent,absent,absent,41.1418,-70.9292,mark.baumgartner,One+classified+right+whale+call%2C+but+its+a+bit+messy+%28not+smooth+pitch+track%29.+Other+calls+too+sparse+to+score+%0D%0Afor+humpbacks.
20150324223432,absent,absent,absent,absent,41.1418,-70.9292,mark.baumgartner,
20150324230432,absent,absent,absent,absent,41.1418,-70.9292,mark.baumgartner,Count+the+single+right+whale+upcall+in+the+next+summary+period.
20150324231932,absent,absent,present,maybe,41.1418,-70.9292,mark.baumgartner,Upcalls+are+louder+than+possible+humpback+calls+%28few+higher+frequency+moans+and+some+downsweeps%29.++%0D%0AMoans+at+beginning+of+summary+period%3F
20150325000432,absent,absent,absent,absent,41.1418,-70.9292,mark.baumgartner,
20150325001932,absent,absent,absent,present,41.1418,-70.9292,mark.baumgartner,One+faint+upcall-looking+call+just+before+summary+period+ends.++Not+enough+to+say+%22possibly%22%2C+though.++%0D%0AWould+be+nice+if+we+had+a+call+type+for+those+humpback+downsweeps.
20150325010432,absent,absent,absent,absent,41.1418,-70.9292,mark.baumgartner,
20150325011932,absent,absent,absent,maybe,41.1418,-70.9292,mark.baumgartner,Single+classified+upcall+is+not+very+convincing+to+me.++Humpback+sounds+are+sporadic+-+on+the+fence+%0D%0Abetween+possibly+detected+and+detected.
20150325021932,absent,absent,maybe,present,41.1418,-70.9292,mark.baumgartner,Faint+humpback+calling+is+in+a+patterned+sequence%2C+so+while+not+100%25+convincing%2C+looks+right.++The+lone+%0D%0Aclassified+upcall+is+isolated+%28no+humpback+calling+in+the+immediate+vicinity%29%2C+and+has+a+great+shape.
20150325030432,absent,absent,absent,absent,41.1418,-70.9292,mark.baumgartner,
20150325031932,absent,absent,absent,present,41.1418,-70.9292,mark.baumgartner,
20150325041932,absent,absent,present,present,41.1418,-70.9292,mark.baumgartner,
20150325050432,absent,absent,absent,absent,41.1418,-70.9292,mark.baumgartner,
20150325051932,absent,absent,maybe,present,41.1418,-70.9292,mark.baumgartner,The+few+upcalls+are+not+100%25+convincing.+
20150325061932,absent,absent,present,present,41.1418,-70.9292,mark.baumgartner,Some+upcalls+isolated+%28not+in+humpback+patterned+calling%29
20150325071932,absent,absent,present,present,41.1418,-70.9292,mark.baumgartner,Early+upcalls+are+isolated.+
20150325081932,absent,absent,present,present,41.1418,-70.9292,mark.baumgartner,Humpback+calling+fainter+than+upcalls.+
20150325091932,absent,absent,present,present,41.1418,-70.9292,mark.baumgartner,Upcalls+louder+and+out+of+rhythm+with+humpback+calls.
20150325101932,absent,absent,present,present,41.1418,-70.9292,mark.baumgartner,Upcalls+isolated+and+louder+than+humpback+calls.
20150325111932,absent,absent,maybe,present,41.1418,-70.9292,mark.baumgartner,Very+nice+repetitive+humpback+calling.+One+classified+rw+call.+
20150325121932,absent,absent,absent,present,41.1418,-70.9292,mark.baumgartner,No+classified+rw+upcalls%2C+and+possible+upcalls+same+amplitude+as+humpback+calls.+Suspicious%2C+so+%0D%0Ascored+as+not+detected+for+rw.+
20150325131932,absent,absent,maybe,present,41.1418,-70.9292,mark.baumgartner,One+classified+upcall%2C+isolated.+Looks+good%2C+but+not+enough+to+be+definitive+for+rw.+Nice+humpback+%0D%0Acalling%2C+including+nice+long+tonals.
20150325141932,absent,absent,present,present,41.1418,-70.9292,mark.baumgartner,Faint+humpback+calling%2C+but+pattern+unmistakeable+based+on+previous+hours.
20150325151932,absent,absent,maybe,present,41.1418,-70.9292,mark.baumgartner,Upcalls+same+amplitude+as+humpback+calls%2C+and+many+are+inside+humpback+pattern.+Don%27t+think+%0D%0Athese+are+part+of+pattern%2C+given+what+I%27ve+seen+so+far%2C+but+being+conservative+with+a+possibly+detected+%0D%0Afor+rw.
20150325161932,absent,absent,present,present,41.1418,-70.9292,mark.baumgartner,Rw+calls+out+of+rhythm+and+different+amplitude.+Classified+sei+whale+calls+clearly+part+of+humpback+%0D%0Apattern.+
20150325171932,absent,absent,present,present,41.1418,-70.9292,mark.baumgartner,Upcalls+faint%2C+but+isolated+and+numerous.+Classified+sei+calls+part+of+humpback+pattern.
20150325181932,absent,absent,present,absent,41.1418,-70.9292,mark.baumgartner,Upcalls+isolated.+Moan+in+4th+panel%2C+too%3F
20150325183432,absent,absent,maybe,present,41.1418,-70.9292,mark.baumgartner,Very+nice+classified+upcall%2C+but+the+other+classified+upcall+is+short+and+faint%2C+making+me+a+bit+%0D%0Asuspicious.+Scored+as+possibly+detected+as+a+result.+What+is+sound+in+8th+panel%3F
20150325191932,absent,absent,absent,present,41.1418,-70.9292,mark.baumgartner,
20150325193432,absent,absent,maybe,present,41.1418,-70.9292,mark.baumgartner,Single+isolated+loud+upcall.+Familiar+humpback+calling+pattern+at+the+end.+
20150325201932,absent,absent,maybe,present,41.1418,-70.9292,mark.baumgartner,Many+upcalls%2C+all+loud%2C+but+none+classified.+Seem+very+%22tall%22%2C+but+otherwise+sufficiently+legit+for+a+%0D%0Apossibly+detected.
