datetime_utc,sei,fin,right,humpback,lat,lon,analyst,notes
20150411145933,absent,absent,absent,absent,41.6619,-69.7796,mark.baumgartner,
20150411152933,absent,absent,absent,absent,41.6658,-69.7739,mark.baumgartner,
20150411154433,absent,absent,absent,maybe,41.6671,-69.7714,mark.baumgartner,Lots+of+loud+LF+pitch+tracks+in+panel+4+that+are+likely+humpback%2C+but+I%27m+not+quite+sure+what+the+humpback+%0D%0Apattern+is+just+yet.++Since+these+are+LF+and+could+be+generated+by+noise+%28although+quite+unlikely%29%2C+I%27m+%0D%0Ascoring+this+as+%22possibly%22+humpbacks.
20150411162933,absent,absent,absent,present,41.6806,-69.7603,mark.baumgartner,
20150411172933,absent,absent,absent,absent,41.6894,-69.7491,mark.baumgartner,Some+hw-like+sounds+in+panel+13%2C+but+not+convincing%2Fenough.
20150411174433,absent,absent,absent,present,41.6899,-69.7460,mark.baumgartner,
20150411182625,absent,absent,absent,absent,41.6905,-69.7377,mark.baumgartner,Staccato+LF+notes+in+rapid+succession+-+don%27t+know+at+all+what+these+are.
20150411184033,absent,absent,absent,absent,41.6902,-69.7351,mark.baumgartner,
20150411184433,absent,absent,absent,absent,41.6902,-69.7351,mark.baumgartner,
20150411192933,absent,absent,absent,present,41.6902,-69.7259,mark.baumgartner,Nice+hw+song+sequence.
20150411202933,absent,absent,absent,present,41.6787,-69.7151,mark.baumgartner,
20150411212933,absent,absent,absent,present,41.6680,-69.7028,mark.baumgartner,LF+notes+in+panels+12+and+13+look+familiar+as+hw+calls.
20150411222933,absent,absent,absent,present,41.6477,-69.6888,mark.baumgartner,
20150411224433,absent,absent,absent,present,41.6480,-69.6857,mark.baumgartner,
20150411232933,absent,absent,absent,present,41.6327,-69.6729,mark.baumgartner,Single+classified+rw+upcall+in+panel+6+embedded+in+hw+sounds%2C+so+not+clear+at+all+if+its+real+or+not.++Scoring+%0D%0A%22not+detected%22.
20150411233056,absent,absent,absent,absent,41.6327,-69.6729,mark.baumgartner,
20150412002933,absent,absent,absent,present,41.6187,-69.6587,mark.baumgartner,Humpback+calls+ate+up+all+the+pitch+tracks%2C+so+never+got+a+look+at+classified+rw+upcalls.
20150412012933,absent,absent,absent,present,41.6111,-69.6461,mark.baumgartner,Beautiful+hw+song+sequence.++Possible+sei+whale+singlets+included+%28see+call+type+17+in+panel+5%29%2C+but+too+%0D%0Aembedded+in+the+hw+song.
20150412022933,absent,absent,absent,present,41.6056,-69.6309,mark.baumgartner,Did+not+get+to+sei+whale+classified+call+before+pitch+track+transmission+stopped.
20150412034433,absent,absent,absent,absent,41.6090,-69.6197,mark.baumgartner,Hints+of+hw+calling%2C+but+not+enough+for+%22possibly+detected%22.
20150412035933,absent,absent,absent,absent,41.6117,-69.6207,mark.baumgartner,
20150412041433,absent,absent,absent,absent,41.6148,-69.6227,mark.baumgartner,Single+upcall+in+noise+-+very+suspicious.
20150412042933,absent,absent,absent,present,41.6164,-69.6249,mark.baumgartner,
20150412043342,absent,absent,absent,absent,41.6164,-69.6249,mark.baumgartner,
20150412052933,absent,absent,maybe,present,41.6285,-69.6279,mark.baumgartner,
20150412062933,absent,maybe,absent,present,41.6418,-69.6357,mark.baumgartner,15+s+fw+IPI+in+panels+11+and+12.
20150412064433,absent,absent,absent,absent,41.6438,-69.6383,mark.baumgartner,
20150412072933,absent,absent,absent,present,41.6463,-69.6407,mark.baumgartner,
20150412082933,absent,absent,absent,present,41.6484,-69.6482,mark.baumgartner,Both+faint+and+loud+hw+calling.
20150412094433,absent,absent,absent,present,41.6434,-69.6526,mark.baumgartner,Classified+rw+upcall+in+hw+calling+-+very+suspicious.
20150412102933,absent,absent,absent,absent,41.6404,-69.6562,mark.baumgartner,
20150412104433,absent,absent,absent,absent,41.6420,-69.6586,mark.baumgartner,Perhaps+some+faint+hw+calling%2C+but+not+enough+to+say+possibly+detected.
20150412105933,absent,absent,absent,absent,41.6303,-69.6563,mark.baumgartner,A+single+unclassified+upcall+in+panel+2+-+could+be+rw%2C+but+not+enough+to+score+possibly+detected.
20150412112933,absent,absent,absent,absent,41.6267,-69.6570,mark.baumgartner,
20150412113514,absent,absent,absent,absent,41.6267,-69.6570,mark.baumgartner,
20150412115933,absent,absent,absent,absent,41.6200,-69.6540,mark.baumgartner,Possible+hw+calls+in+panel+9%2C+but+not+enough.
20150412122933,absent,absent,absent,maybe,41.6161,-69.6542,mark.baumgartner,LF+downsweeps+in+repetition+certainly+seem+like+hw.
20150412124433,absent,absent,absent,absent,41.6167,-69.6554,mark.baumgartner,
20150412132933,absent,absent,absent,absent,41.6162,-69.6586,mark.baumgartner,
20150412134433,absent,absent,absent,absent,41.6181,-69.6603,mark.baumgartner,
20150412142933,absent,absent,absent,maybe,41.6107,-69.6487,mark.baumgartner,More+repetitive+LF+downsweeps+-+I+think+these+are+hw.
