datetime_utc,sei,fin,right,humpback,lat,lon,analyst,notes
20151027143813,absent,absent,absent,absent,44.5512,-63.4264,hansen.johnson,
20151027143845,absent,absent,absent,absent,44.5512,-63.4264,hansen.johnson,
20151027144036,absent,absent,absent,absent,44.5512,-63.4264,hansen.johnson,
20151027144214,absent,absent,absent,absent,44.5512,-63.4264,hansen.johnson,
20151027144313,absent,absent,absent,absent,44.5512,-63.4264,hansen.johnson,
20151027145111,absent,absent,absent,absent,44.5504,-63.4259,hansen.johnson,
20151027145145,absent,absent,absent,absent,44.5504,-63.4259,hansen.johnson,
20151027145503,absent,absent,absent,absent,44.5504,-63.4259,hansen.johnson,
20151027154003,absent,absent,absent,absent,44.5475,-63.4184,hansen.johnson,
20151027164003,absent,absent,absent,absent,44.5438,-63.4078,hansen.johnson,
20151027174003,absent,absent,absent,absent,44.5403,-63.4011,hansen.johnson,
20151027184003,absent,absent,absent,absent,44.5367,-63.3903,hansen.johnson,
20151027194003,absent,absent,absent,absent,44.5316,-63.3911,hansen.johnson,
20151027195503,absent,absent,absent,absent,44.5309,-63.3883,hansen.johnson,
20151027204003,absent,absent,absent,absent,44.5290,-63.3799,hansen.johnson,
20151027214003,absent,absent,absent,absent,44.5257,-63.3816,hansen.johnson,
20151027224003,absent,absent,absent,absent,44.5238,-63.3703,hansen.johnson,
20151027234003,absent,absent,absent,absent,44.5236,-63.3676,hansen.johnson,
20151028004003,absent,absent,absent,absent,44.5215,-63.3566,hansen.johnson,
20151028014003,absent,absent,absent,absent,44.5221,-63.3497,hansen.johnson,
20151028024003,absent,absent,absent,absent,44.5193,-63.3390,hansen.johnson,
20151028034003,absent,absent,absent,absent,44.5172,-63.3319,hansen.johnson,
20151028044003,absent,absent,absent,absent,44.5103,-63.3257,hansen.johnson,
20151028054003,absent,absent,absent,absent,44.5074,-63.3206,hansen.johnson,
20151028064003,absent,absent,absent,absent,44.5003,-63.3147,hansen.johnson,
20151028074003,absent,absent,absent,absent,44.4953,-63.3095,hansen.johnson,
20151028084003,absent,absent,absent,absent,44.4883,-63.3037,hansen.johnson,
20151028094003,absent,absent,absent,absent,44.4831,-63.2993,hansen.johnson,
20151028104003,absent,absent,absent,absent,44.4762,-63.2927,hansen.johnson,
20151028114003,absent,absent,absent,absent,44.4721,-63.2896,hansen.johnson,
20151028124003,absent,absent,absent,absent,44.4654,-63.2835,hansen.johnson,
20151028134003,absent,absent,absent,absent,44.4570,-63.2796,hansen.johnson,
20151028144003,absent,absent,absent,absent,44.4501,-63.2738,hansen.johnson,
20151028145503,absent,absent,absent,absent,44.4483,-63.2723,hansen.johnson,
20151028154003,absent,absent,absent,absent,44.4444,-63.2698,hansen.johnson,
20151028155503,absent,absent,absent,absent,44.4426,-63.2683,hansen.johnson,
20151028164003,absent,absent,absent,absent,44.4373,-63.2639,hansen.johnson,
20151028165503,absent,absent,absent,absent,44.4344,-63.2631,hansen.johnson,
20151028165940,absent,absent,absent,absent,44.4344,-63.2631,hansen.johnson,
20151028170448,absent,absent,absent,absent,44.4344,-63.2631,hansen.johnson,
