datetime_utc,sei,fin,right,humpback,lat,lon,analyst,notes
20171003164909,absent,absent,absent,absent,48.3538,-64.0367,delphine.morin,
20171003174627,absent,absent,absent,absent,48.3452,-64.0342,delphine.morin,
20171003184909,absent,absent,absent,absent,48.3361,-64.0300,delphine.morin,
20171003194857,absent,absent,absent,absent,48.3306,-64.0201,delphine.morin,
20171003204909,absent,absent,absent,absent,48.3238,-64.0128,delphine.morin,
20171003214642,absent,absent,absent,absent,48.3194,-64.0032,delphine.morin,
20171003224909,absent,absent,absent,absent,48.3153,-63.9983,delphine.morin,
20171003234520,absent,absent,absent,absent,48.3134,-63.9908,delphine.morin,
20171004004909,absent,absent,absent,absent,48.3086,-63.9866,delphine.morin,
20171004014612,absent,absent,absent,absent,48.3056,-63.9805,delphine.morin,
20171004024909,absent,absent,absent,absent,48.3017,-63.9795,delphine.morin,
20171004034909,absent,absent,absent,absent,48.2980,-63.9735,delphine.morin,
20171004044909,absent,absent,absent,absent,48.2932,-63.9683,delphine.morin,
20171004054909,absent,absent,absent,absent,48.2890,-63.9595,delphine.morin,
20171004064909,absent,absent,absent,absent,48.2810,-63.9511,delphine.morin,
20171004074909,absent,absent,absent,absent,48.2753,-63.9402,delphine.morin,
20171004084909,absent,absent,absent,absent,48.2685,-63.9305,delphine.morin,
20171004094753,absent,absent,absent,absent,48.2628,-63.9205,delphine.morin,
20171004103409,absent,absent,absent,absent,48.2577,-63.9176,delphine.morin,
20171004104909,absent,absent,absent,absent,48.2572,-63.9160,delphine.morin,
20171004114816,absent,absent,absent,absent,48.2545,-63.9102,delphine.morin,
20171004124909,absent,absent,absent,absent,48.2523,-63.9105,delphine.morin,
20171004134909,absent,absent,absent,absent,48.2538,-63.9101,delphine.morin,
20171004144909,absent,absent,absent,absent,48.2515,-63.9184,delphine.morin,
20171004150409,absent,absent,absent,absent,48.2515,-63.9194,delphine.morin,
20171004154854,absent,absent,absent,absent,48.2516,-63.9229,delphine.morin,
20171004160409,absent,absent,absent,absent,48.2516,-63.9260,delphine.morin,
20171004164909,absent,absent,absent,absent,48.2509,-63.9289,delphine.morin,
20171004170409,absent,absent,absent,absent,48.2506,-63.9297,delphine.morin,
20171004174909,absent,absent,absent,absent,48.2498,-63.9322,delphine.morin,
