datetime_utc,sei,fin,right,humpback,lat,lon,analyst,notes
20140902181842,absent,absent,absent,absent,43.5829,-65.1323,mark.baumgartner,
20140902183342,absent,absent,absent,absent,43.5817,-65.1298,mark.baumgartner,
20140902191618,absent,absent,absent,absent,43.5744,-65.1320,mark.baumgartner,
20140902201842,absent,absent,absent,absent,43.5684,-65.1279,mark.baumgartner,
20140902211842,absent,absent,absent,absent,43.5668,-65.1225,mark.baumgartner,
20140902221842,absent,absent,absent,absent,43.5676,-65.1176,mark.baumgartner,What+is+sound+at+19%3A04%3A36%3F
20140902231842,absent,absent,absent,absent,43.5682,-65.1130,mark.baumgartner,
20140902233342,absent,absent,absent,absent,43.5679,-65.1122,mark.baumgartner,What+are+crazy+pitch+tracks%3F
20140903000342,absent,absent,absent,absent,43.5662,-65.1115,mark.baumgartner,
20140903001842,absent,absent,absent,absent,43.5653,-65.1110,mark.baumgartner,Faint+humpback+calling%3F
20140903001952,absent,absent,absent,absent,43.5653,-65.1110,mark.baumgartner,
20140903010342,absent,absent,absent,absent,43.5710,-65.1064,mark.baumgartner,
20140903011842,absent,absent,absent,absent,43.5704,-65.1061,mark.baumgartner,Humpback+calling%3F+What+is+sound+at+22%3A08%3A52%3F
20140903020342,absent,absent,absent,absent,43.5705,-65.1060,mark.baumgartner,
20140903021842,absent,absent,absent,absent,43.5694,-65.1063,mark.baumgartner,
20140903031842,absent,absent,absent,absent,43.5662,-65.1068,mark.baumgartner,
20140903033342,absent,absent,absent,absent,43.5647,-65.1072,mark.baumgartner,Humpback+calling%3F
20140903040821,absent,absent,absent,absent,43.5598,-65.1086,mark.baumgartner,
20140903043342,absent,absent,absent,maybe,43.5594,-65.1067,mark.baumgartner,
20140903050342,absent,absent,absent,absent,43.5556,-65.1082,mark.baumgartner,
20140903051842,absent,absent,absent,absent,43.5538,-65.1088,mark.baumgartner,What+are+sounds+at+02%3A07%3A10%3F+Right+whale+upcall+at+02%3A09%3A13%3F
20140903052606,absent,absent,absent,absent,43.5514,-65.1101,mark.baumgartner,
20140903060342,absent,absent,absent,absent,43.5484,-65.1100,mark.baumgartner,
20140903061842,absent,absent,absent,absent,43.5462,-65.1110,mark.baumgartner,
20140903071842,absent,absent,absent,absent,43.5405,-65.1127,mark.baumgartner,
20140903073342,absent,absent,absent,absent,43.5385,-65.1136,mark.baumgartner,
20140903081842,absent,absent,absent,absent,43.5362,-65.1154,mark.baumgartner,
20140903083342,absent,absent,absent,absent,43.5349,-65.1163,mark.baumgartner,
20140903084842,absent,absent,absent,absent,43.5329,-65.1170,mark.baumgartner,
20140903091430,absent,absent,absent,absent,43.5291,-65.1185,mark.baumgartner,What+is+sound+at+06%3A14%3A18%3F
20140903093342,absent,absent,absent,absent,43.5315,-65.1143,mark.baumgartner,
20140903094842,absent,absent,absent,absent,43.5304,-65.1145,mark.baumgartner,
20140903100342,absent,absent,absent,absent,43.5288,-65.1150,mark.baumgartner,
20140903101842,absent,absent,absent,absent,43.5271,-65.1154,mark.baumgartner,Faint+humpback%3F
20140903103151,absent,absent,absent,absent,43.5255,-65.1158,mark.baumgartner,
20140903111842,absent,absent,absent,absent,43.5245,-65.1113,mark.baumgartner,
20140903113342,absent,absent,absent,absent,43.5232,-65.1115,mark.baumgartner,
20140903121842,absent,absent,absent,absent,43.5224,-65.1078,mark.baumgartner,
20140903123342,absent,absent,absent,absent,43.5208,-65.1083,mark.baumgartner,
20140903131842,absent,absent,absent,absent,43.5196,-65.1049,mark.baumgartner,
20140903133342,absent,absent,absent,absent,43.5184,-65.1046,mark.baumgartner,
20140903140342,absent,absent,absent,absent,43.5151,-65.1057,mark.baumgartner,
20140903141308,absent,absent,absent,absent,43.5137,-65.1057,mark.baumgartner,
20140903143342,absent,absent,absent,absent,43.5147,-65.0995,mark.baumgartner,
20140903144842,absent,absent,absent,absent,43.5131,-65.1001,mark.baumgartner,
20140903150342,absent,absent,absent,absent,43.5115,-65.1006,mark.baumgartner,
20140903151842,absent,absent,absent,absent,43.5099,-65.1011,mark.baumgartner,Sei+whale+downsweep%3F
20140903152959,absent,absent,absent,absent,43.5083,-65.1019,mark.baumgartner,
20140903160342,absent,absent,absent,absent,43.5063,-65.1000,mark.baumgartner,
20140903161842,absent,absent,absent,absent,43.5041,-65.1012,mark.baumgartner,
20140903163342,absent,absent,absent,absent,43.5020,-65.1024,mark.baumgartner,
20140903171842,absent,absent,absent,absent,43.4957,-65.1060,mark.baumgartner,
20140903173342,absent,absent,absent,absent,43.4935,-65.1074,mark.baumgartner,
20140903181842,absent,absent,absent,absent,43.4866,-65.1071,mark.baumgartner,
20140903183342,absent,absent,present,absent,43.4844,-65.1086,mark.baumgartner,
20140903184842,absent,absent,absent,absent,43.4818,-65.1102,mark.baumgartner,
20140903191842,absent,absent,absent,present,43.4768,-65.1131,mark.baumgartner,Faint+right+whale+upcalls+at+16%3A13%3F
20140903193342,absent,absent,absent,absent,43.4743,-65.1145,mark.baumgartner,
20140903201842,absent,absent,present,absent,43.4669,-65.1187,mark.baumgartner,Right+whale+moan+at+17%3A14%3A07%3F
