datetime_utc,sei,fin,right,humpback,lat,lon,analyst,notes
20170228172925,absent,absent,absent,absent,41.1459,-70.9390,julianne.gurnee,
20170228174425,absent,absent,absent,absent,41.1472,-70.9419,julianne.gurnee,
20170228181425,absent,absent,absent,maybe,41.1492,-70.9472,julianne.gurnee,Triple+upsweeps+here%2C+plus+some+possible+calibration+sweeps.++A+few+possible+%0D%0AHW+calls+in+P4+and+11%3F
20170228182054,absent,absent,absent,absent,41.1492,-70.9472,julianne.gurnee,
20170228191425,absent,absent,absent,maybe,41.1459,-70.9418,julianne.gurnee,Calibration+sweeps%2C+and+some+possible+HW+calls+in+P3.
20170228201425,absent,absent,absent,absent,41.1451,-70.9420,julianne.gurnee,Calibration+sweeps%2C+possible+HW+calls+in+P2+but+it%27s+difficult+to+tell+if+%0D%0Athose+pitch+tracks+are+somehow+associated+with+the+calibration+sweeps+just+%0D%0Aabove+them.
20170228211425,absent,absent,absent,maybe,41.1456,-70.9448,julianne.gurnee,Possible+faint+HW+calling+in+P2-3+and+12+but+not+certain.
20170228212925,absent,absent,absent,absent,41.1476,-70.9428,julianne.gurnee,Possible+faint+HW+calling+in+P6-7+but+there%27s+too+much+faint+noise+to+be+%0D%0Acertain+these+are+biological.
20170228221425,absent,absent,absent,present,41.1489,-70.9536,julianne.gurnee,
20170228222925,absent,absent,absent,present,41.1479,-70.9520,julianne.gurnee,
20170228230508,absent,absent,absent,absent,41.1459,-70.9528,julianne.gurnee,
20170228231525,absent,absent,absent,absent,41.1484,-70.9622,julianne.gurnee,
20170228232925,absent,absent,absent,absent,41.1477,-70.9591,julianne.gurnee,Possible+HW+calling+in+P10+and+15+but+it%27s+too+faint+to+rule+out+noise.
20170228234425,absent,absent,absent,maybe,41.1469,-70.9559,julianne.gurnee,
20170228235925,absent,absent,absent,absent,41.1462,-70.9528,julianne.gurnee,
20170301001425,absent,absent,absent,maybe,41.1529,-70.9632,julianne.gurnee,Possible+faint+HW+calling+in+P10.
20170301001609,absent,absent,absent,absent,41.1529,-70.9632,julianne.gurnee,
20170301002627,absent,absent,absent,absent,41.1529,-70.9632,julianne.gurnee,
20170301002925,absent,absent,absent,absent,41.1536,-70.9635,julianne.gurnee,
20170301004425,absent,absent,absent,maybe,41.1524,-70.9606,julianne.gurnee,Possible+faint+HW+calling+in+P1-2+but+it%27s+difficult+to+rule+out+noise+here.
20170301005925,absent,absent,absent,maybe,41.1511,-70.9577,julianne.gurnee,Possible+HW+calls+in+P2.
20170301011425,absent,absent,absent,present,41.1499,-70.9549,julianne.gurnee,
20170301012700,absent,absent,absent,absent,41.1499,-70.9549,julianne.gurnee,
20170301021425,absent,absent,absent,present,41.1541,-70.9564,julianne.gurnee,
20170301022925,absent,absent,absent,present,41.1526,-70.9540,julianne.gurnee,
20170301023703,absent,absent,absent,absent,41.1526,-70.9540,julianne.gurnee,
20170301031425,absent,absent,absent,present,41.1559,-70.9538,julianne.gurnee,
20170301032925,absent,absent,absent,present,41.1541,-70.9518,julianne.gurnee,
20170301041425,absent,absent,absent,present,41.1540,-70.9481,julianne.gurnee,
20170301042925,absent,maybe,absent,present,41.1519,-70.9464,julianne.gurnee,
20170301051425,absent,absent,absent,absent,41.1471,-70.9406,julianne.gurnee,Possible+faint+HW+calls+in+P12+and+13+but+it%27s+impossible+to+rule+out+noise.
20170301052925,absent,absent,absent,present,41.1465,-70.9399,julianne.gurnee,
20170301054425,absent,present,absent,present,41.1486,-70.9407,julianne.gurnee,
20170301055925,absent,absent,absent,absent,41.1487,-70.9432,julianne.gurnee,
20170301060734,absent,absent,absent,present,41.1487,-70.9432,julianne.gurnee,
20170301061751,absent,absent,absent,absent,41.1477,-70.9440,julianne.gurnee,
20170301062925,absent,absent,absent,present,41.1491,-70.9467,julianne.gurnee,
20170301071425,absent,absent,absent,present,41.1440,-70.9458,julianne.gurnee,A+fair+amount+of+faint+noise+in+the+500-600+Hz+range%2C+some+in+the+previous+%0D%0Aperiod+as+well.++Not+sure+what+is+creating+this.
20170301071848,absent,absent,absent,absent,41.1440,-70.9458,julianne.gurnee,
