datetime_utc,sei,fin,right,humpback,lat,lon,analyst,notes
20150914142831,absent,absent,absent,absent,43.2693,-65.5517,kim.davies,
20150914143324,absent,absent,absent,absent,43.2693,-65.5517,kim.davies,
20150914145831,absent,absent,absent,absent,43.2685,-65.5510,kim.davies,What+is+long+upsweep+in+panel+7%3F
20150914155831,absent,absent,absent,absent,43.2672,-65.5408,kim.davies,
20150914171331,absent,absent,absent,absent,43.2693,-65.4996,kim.davies,
20150914172831,absent,absent,absent,absent,43.2688,-65.4971,kim.davies,
20150914175831,absent,absent,absent,absent,43.2681,-65.4922,kim.davies,
20150914184734,absent,absent,absent,absent,43.2700,-65.4533,kim.davies,
20150914195831,absent,absent,absent,absent,43.2682,-65.4342,kim.davies,
20150914204953,absent,absent,absent,absent,43.2672,-65.4243,kim.davies,
20150914211331,absent,absent,absent,absent,43.2647,-65.4179,kim.davies,
20150914215831,absent,absent,absent,absent,43.2631,-65.4101,kim.davies,Classified+upcall+is+faint+and+short%2C+not+shapely.++the+second+upcall+does+not+appear+in+the+record.
20150914225831,absent,absent,absent,absent,43.2564,-65.4312,kim.davies,
20150914231331,absent,absent,absent,absent,43.2559,-65.4287,kim.davies,
20150914235831,absent,absent,absent,absent,43.2545,-65.4206,kim.davies,
20150915004811,absent,absent,absent,absent,43.2463,-65.4544,kim.davies,
20150915011331,absent,absent,absent,absent,43.2425,-65.4747,kim.davies,
20150915015831,absent,absent,absent,absent,43.2414,-65.4670,kim.davies,What+are+LF+tones+in+panel+8%3F
20150915024602,absent,absent,absent,absent,43.2352,-65.4986,kim.davies,
20150915031331,absent,absent,absent,absent,43.2360,-65.4993,kim.davies,
20150915035831,absent,absent,absent,absent,43.2348,-65.4920,kim.davies,
20150915044941,absent,absent,absent,absent,43.2332,-65.4829,kim.davies,
20150915050428,absent,absent,absent,absent,43.2356,-65.4762,kim.davies,
20150915051331,absent,absent,absent,absent,43.2347,-65.4744,kim.davies,
20150915055831,absent,absent,absent,absent,43.2328,-65.4686,kim.davies,
20150915064552,absent,absent,absent,absent,43.2355,-65.4302,kim.davies,
20150915070016,absent,absent,absent,absent,43.2358,-65.4255,kim.davies,
20150915071331,absent,absent,absent,absent,43.2351,-65.4230,kim.davies,There+is+a+steep+LF+upsweep+in+P6+that+is+classified+as+call+type+18.
20150915075831,absent,absent,absent,absent,43.2334,-65.4152,kim.davies,
20150915085205,absent,absent,absent,absent,43.2319,-65.4071,kim.davies,
20150915090636,absent,absent,absent,absent,43.2334,-65.3819,kim.davies,
20150915091331,absent,absent,absent,absent,43.2329,-65.3796,kim.davies,
20150915095831,absent,absent,absent,absent,43.2312,-65.3715,kim.davies,
20150915104438,absent,absent,absent,absent,43.2290,-65.3745,kim.davies,
20150915105805,absent,absent,absent,absent,43.2265,-65.3755,kim.davies,
20150915105831,absent,absent,absent,absent,43.2265,-65.3755,kim.davies,
20150915111331,absent,absent,absent,absent,43.2260,-65.3729,kim.davies,
20150915115831,absent,absent,absent,absent,43.2250,-65.3655,kim.davies,
20150915124414,absent,absent,absent,absent,43.2171,-65.3898,kim.davies,
20150915131331,absent,absent,absent,absent,43.2141,-65.3935,kim.davies,Classified+upcall+is+short+and+faint.+not+convincing.
20150915135831,absent,absent,absent,absent,43.2134,-65.3859,kim.davies,What+are+the+LF+tones+in+P7%3F
20150915144430,absent,absent,absent,absent,43.2039,-65.4122,kim.davies,
20150915145913,absent,absent,absent,absent,43.2026,-65.4137,kim.davies,
20150915151331,absent,absent,absent,absent,43.2022,-65.4108,kim.davies,Classified+upcall+is+faint+and+short.+Not+convincing.
20150915155831,absent,absent,absent,absent,43.2015,-65.4026,kim.davies,
