datetime_utc,sei,fin,right,humpback,lat,lon,analyst,notes
20150727183056,absent,absent,absent,absent,44.5307,-63.4226,kim.davies,In+panel+3%2C+some+500+Hz+modulated+tonals.++Possible+hw%3F++A+lot+of+other+noise+and+artefacts+in+that+frequency+range+in+panel+4+makes+me+suspicious.
20150727193056,absent,absent,absent,absent,44.5255,-63.4175,kim.davies,Series+of+unclassified+LFs+in+panel+8%2C+could+be+rudder+noise.
20150727203056,absent,absent,absent,absent,44.5184,-63.4216,kim.davies,lots+of+noise+in+this+record.
20150727213056,absent,absent,absent,absent,44.5129,-63.4162,kim.davies,
20150727223056,absent,absent,absent,absent,44.5050,-63.4178,kim.davies,some+quiet+tonal+sounds+in+panel+9+-+hw%3F
20150727233056,absent,absent,absent,absent,44.4991,-63.4124,kim.davies,
20150728001628,absent,absent,absent,absent,44.4948,-63.4117,kim.davies,
20150728002926,absent,absent,absent,absent,44.4940,-63.4132,kim.davies,
20150728010056,absent,absent,absent,absent,44.4918,-63.4134,kim.davies,
20150728013056,absent,absent,absent,absent,44.4890,-63.4103,kim.davies,
20150728023056,absent,absent,absent,absent,44.4850,-63.4067,kim.davies,single+classified+upcall+has+poor+shape%2C+not+isolated%2C+same+amplitude+as+surrounding+sounds%3B+not+convincing.
20150728033056,absent,absent,absent,absent,44.4794,-63.4005,kim.davies,
20150728043056,absent,absent,absent,absent,44.4766,-63.3996,kim.davies,none+of+the+classified+calls+are+real+in+this+one.+
20150728044556,absent,absent,absent,absent,44.4750,-63.3979,kim.davies,
20150728053056,absent,absent,absent,absent,44.4706,-63.3933,kim.davies,
20150728063056,absent,absent,absent,absent,44.4673,-63.3975,kim.davies,
20150728064556,absent,absent,absent,absent,44.4657,-63.3960,kim.davies,
20150728073056,absent,absent,absent,absent,44.4611,-63.3912,kim.davies,
20150728083056,absent,absent,absent,absent,44.4560,-63.3979,kim.davies,a+noisy+record%3B+no+whales+though.
20150728084556,absent,absent,absent,absent,44.4546,-63.3964,kim.davies,
20150728093056,absent,absent,absent,absent,44.4500,-63.3914,kim.davies,
20150728103056,absent,absent,absent,absent,44.4444,-63.3990,kim.davies,what+are+the+LF+sounds+in+panel+15%3F
20150728104556,absent,absent,absent,absent,44.4429,-63.3974,kim.davies,
20150728113056,absent,absent,absent,absent,44.4380,-63.3925,kim.davies,
20150728123056,absent,absent,absent,absent,44.4310,-63.3980,kim.davies,
20150728124556,absent,absent,absent,absent,44.4295,-63.3967,kim.davies,
20150728133056,absent,absent,absent,absent,44.4247,-63.3918,kim.davies,HF+downsweep+in+panel+8+between+400+and+600+Hz
