Date (MM/DD/YYYY),Time (GMT),Lat,Lon,Number,Platform,Photos,Notes
11/09/2017,1526,47.53148,-62.55825,2,DFO Twin Otter,?,
11/09/2017,1529,47.54129,-62.57354,1,DFO Twin Otter,?,
11/09/2017,1531,47.53876,-62.57544,1,DFO Twin Otter,?,
11/12/2017,,47.540167,-62.499167,1,TC-Dash 8,?,
11/13/2017,9:50:51,47.43858,-62.74443,4,DFO Twin Otter,?,
11/13/2017,10:03:38,47.43442,-62.78483,1,DFO Twin Otter,?,
11/13/2017,10:16:20,47.32442,-62.69298,1,DFO Twin Otter,?,
11/13/2017,10:16:36,47.33215,-62.69025,2,DFO Twin Otter,?,
11/13/2017,11:06:45,47.63217,-62.44932,1,DFO Twin Otter,?,
11/13/2017,11:21:22,47.60908,-62.32463,1,DFO Twin Otter,?,
11/13/2017,12:26:46,47.6463,-62.28925,1,DFO Twin Otter,?,
11/13/2017,12:31:05,47.62025,-62.28402,1,DFO Twin Otter,?,
11/14/2017,11:47:01,50.01435,-64.42993,1,DFO Twin Otter,?,
11/14/2017,12:05:11,50.03299,-64.46978,1,DFO Twin Otter,?,
