Date (MM/DD/YYYY),Time (GMT),Lat,Lon,Number,Platform,Photos,Notes
06/27/2017,14:50:43,47.53587,-63.49868,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/27/2017,14:54:49,47.52519,-63.50439,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/27/2017,14:56:26,47.52183,-63.49756,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/27/2017,14:57:34,47.54319,-63.47558,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/27/2017,14:57:42,47.54638,-63.47152,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/27/2017,14:59:27,47.55251,-63.4655,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/27/2017,15:10:22,47.56065,-63.4711,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/27/2017,15:12:06,47.54176,-63.48298,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/27/2017,15:14:09,47.5497,-63.46889,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/27/2017,15:14:52,47.54095,-63.48271,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/27/2017,15:14:57,47.54177,-63.47966,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/27/2017,15:18:09,47.55648,-63.47148,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/27/2017,15:22:37,47.55689,-63.47546,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/27/2017,15:23:42,47.56337,-63.49366,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/27/2017,15:24:24,47.56423,-63.49225,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/27/2017,15:27:53,47.57481,-63.48843,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/27/2017,15:28:19,47.5685,-63.49373,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/27/2017,15:31:34,47.56436,-63.48552,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/27/2017,15:32:52,47.54123,-63.4842,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/27/2017,15:37:03,47.59067,-63.456,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/27/2017,15:45:01,47.59557,-63.44481,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/27/2017,15:53:17,47.57137,-63.51497,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/27/2017,15:55:54,47.54656,-63.53394,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/27/2017,15:56:00,47.54494,-63.53298,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/27/2017,16:08:38,47.50964,-63.52765,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/27/2017,16:08:46,47.51246,-63.52369,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/27/2017,16:10:32,47.51004,-63.52615,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/27/2017,16:10:43,47.51018,-63.51886,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/27/2017,16:11:12,47.5156,-63.52803,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/27/2017,20:53:40,48.45632,-63.32427,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/27/2017,20:58:41,48.44777,-63.32149,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/27/2017,21:01:26,48.45264,-63.33329,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/29/2017,18:55:55,47.50992,-63.62107,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/29/2017,18:57:12,47.50003,-63.61406,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/29/2017,18:59:08,47.51356,-63.6134,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/29/2017,19:01:23,47.51722,-63.63203,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/29/2017,19:03:37,47.5134,-63.65332,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/29/2017,19:04:10,47.5,-63.64731,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/29/2017,19:06:24,47.49794,-63.61377,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/29/2017,19:09:27,47.47581,-63.62587,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/29/2017,19:11:23,47.46595,-63.59684,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/29/2017,19:11:40,47.47439,-63.59526,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/29/2017,19:12:41,47.45978,-63.59102,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/29/2017,19:12:49,47.4579,-63.58588,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/29/2017,19:19:21,47.45431,-63.5827,2,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/29/2017,19:24:29,47.51576,-63.58268,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/29/2017,19:25:20,47.51889,-63.58647,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/29/2017,19:31:49,47.50098,-63.55091,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/29/2017,19:43:38,47.53724,-63.65916,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/29/2017,19:48:21,47.52648,-63.69577,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/29/2017,20:13:07,47.51662,-63.72036,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/29/2017,20:37:24,47.71085,-63.6236,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/29/2017,20:39:23,47.71085,-63.62405,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/29/2017,20:44:28,47.72768,-63.58043,2,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/29/2017,20:46:35,47.72289,-63.57634,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/29/2017,20:48:44,47.75422,-63.53405,2,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/29/2017,20:53:47,47.75188,-63.53076,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
06/29/2017,20:57:54,47.75227,-63.54214,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/03/2017,18:09:44,47.50159167,-63.75026167,1,CWI- the Shelagh,Yes,"Sightings from CWI R/V the Shelagh. Using ""sighting time"" not ""reporting time"""
07/03/2017,18:15:07,47.50180333,-63.74921,1,CWI- the Shelagh,No,"Sightings from CWI R/V the Shelagh. Using ""sighting time"" not ""reporting time"""
07/03/2017,19:12:40,47.49057833,-63.73437,1,CWI- the Shelagh,Yes,"Sightings from CWI R/V the Shelagh. Using ""sighting time"" not ""reporting time"""
07/03/2017,20:12:34,47.50282833,-63.73974833,1,CWI- the Shelagh,Yes,"Sightings from CWI R/V the Shelagh. Using ""sighting time"" not ""reporting time"""
07/04/2017,20:08:13,47.489525,-63.59710167,1,CWI- the Shelagh,Yes,"Sightings from CWI R/V the Shelagh. Using ""sighting time"" not ""reporting time"""
07/04/2017,21:05:08,47.490045,-63.60055,2,CWI- the Shelagh,Yes,"Sightings from CWI R/V the Shelagh. Using ""sighting time"" not ""reporting time"""
07/04/2017,22:18:27,47.47498333,-63.58300167,1,CWI- the Shelagh,No,"Sightings from CWI R/V the Shelagh. Using ""sighting time"" not ""reporting time"""
07/04/2017,22:24:49,47.48190833,-63.59850333,1,CWI- the Shelagh,Yes,"Sightings from CWI R/V the Shelagh. Using ""sighting time"" not ""reporting time"""
07/04/2017,22:27:38,47.48388167,-63.600675,2,CWI- the Shelagh,Yes,"Sightings from CWI R/V the Shelagh. Using ""sighting time"" not ""reporting time"""
07/04/2017,23:23:12,47.47741667,-63.59064167,1,CWI- the Shelagh,No,"Sightings from CWI R/V the Shelagh. Using ""sighting time"" not ""reporting time"""
07/05/2017,10:39:33,48.10696667,-63.48298333,1,CWI- the Shelagh,Yes,"Sightings from CWI R/V the Shelagh. Using ""sighting time"" not ""reporting time"""
07/05/2017,16:34:54,47.49643,-63.61488333,1,CWI- the Shelagh,No,"Sightings from CWI R/V the Shelagh. Using ""sighting time"" not ""reporting time"" (- ENROUTE ENTANGLED WHALE -  )"
07/05/2017,16:37:09,47.498535,-63.62201667,1,CWI- the Shelagh,No,"Sightings from CWI R/V the Shelagh. Using ""sighting time"" not ""reporting time"""
07/05/2017,17:05:18,47.51667667,-63.69274833,1,CWI- the Shelagh,Yes,"Sightings from CWI R/V the Shelagh. Using ""sighting time"" not ""reporting time"" (ENTANGLED)"
07/05/2017,22:02:05,47.424675,-63.51775167,1,CWI- the Shelagh,Yes,"Sightings from CWI R/V the Shelagh. Using ""sighting time"" not ""reporting time"""
07/05/2017,22:02:08,47.42464167,-63.51776167,1,CWI- the Shelagh,No,"Sightings from CWI R/V the Shelagh. Using ""sighting time"" not ""reporting time"""
07/05/2017,22:08:04,47.42564333,-63.51821833,1,CWI- the Shelagh,Yes,"Sightings from CWI R/V the Shelagh. Using ""sighting time"" not ""reporting time"""
07/05/2017,22:10:24,47.42588833,-63.51812,1,CWI- the Shelagh,Yes,"Sightings from CWI R/V the Shelagh. Using ""sighting time"" not ""reporting time"""
07/05/2017,22:27:03,47.42782333,-63.517545,1,CWI- the Shelagh,No,"Sightings from CWI R/V the Shelagh. Using ""sighting time"" not ""reporting time"""
07/05/2017, 22:27:04,47.42782833,-63.51754667,1,CWI- the Shelagh,No,"Sightings from CWI R/V the Shelagh. Using ""sighting time"" not ""reporting time"""
07/05/2017,22:27:06,47.42783,-63.517545,1,CWI- the Shelagh,No,"Sightings from CWI R/V the Shelagh. Using ""sighting time"" not ""reporting time"""
07/05/2017,23:27:06,47.16195,-63.3815,3,CWI- the Shelagh,Yes,"Sightings from CWI R/V the Shelagh. Using ""sighting time"" not ""reporting time"" (off watch but photographed  NOT in mysticetus    SAG) "
07/05/2017,14:40:41,47.53403,-63.66665,3,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/05/2017,14:40:54,47.53176,-63.67274,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/05/2017,14:41:47,47.53116,-63.67027,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/05/2017,14:43:03,47.53881,-63.66839,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/05/2017,14:46:43,47.53316,-63.66891,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/05/2017,14:48:36,47.53568,-63.67842,2,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/05/2017,14:49:57,47.53708,-63.6669,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/05/2017,14:51:27,47.53577,-63.67566,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/05/2017,14:52:55,47.53846,-63.66732,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/05/2017,15:04:17,47.52769,-63.66866,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/05/2017,15:05:07,47.52557,-63.6715,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/05/2017,15:06:57,47.51617,-63.63755,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/05/2017,15:12:13,47.52814,-63.64428,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/05/2017,15:13:26,47.50991,-63.62156,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/05/2017,15:14:33,47.5224,-63.63894,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/05/2017,15:15:42,47.51477,-63.62939,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/05/2017,15:19:23,47.49841,-63.61236,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/05/2017,15:21:40,47.51137,-63.62857,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/05/2017,15:22:50,47.53164,-63.64531,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/05/2017,15:25:12,47.51675,-63.62786,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/05/2017,15:27:16,47.50591,-63.61925,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/05/2017,15:40:20,47.5769,-63.65783,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/05/2017,15:50:36,47.51046,-63.71619,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/05/2017,21:25:28,47.42528,-63.51994,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/05/2017,21:26:06,47.41321,-63.52795,2,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/05/2017,21:29:25,47.42884,-63.51482,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/05/2017,21:31:06,47.42929,-63.52592,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/05/2017,21:31:36,47.42551,-63.51297,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/05/2017,21:32:29,47.42193,-63.51395,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/05/2017,21:35:33,47.42627,-63.51681,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/05/2017,21:37:30,47.41641,-63.52508,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/05/2017,21:39:37,47.4252,-63.52966,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/05/2017,21:41:07,47.41879,-63.52027,2,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/05/2017,22:03:11,47.42443,-63.5295,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/05/2017,22:03:58,47.41024,-63.52512,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/05/2017,22:07:27,47.42498,-63.52385,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/05/2017,22:09:07,47.42849,-63.51583,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/05/2017,22:11:15,47.42672,-63.52475,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/05/2017,22:12:32,47.42018,-63.53649,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/05/2017,22:21:31,47.41336,-63.52542,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/08/2017,14:40:38,47.45425833,-63.803615,1,CWI- the Shelagh,No,"Sightings from CWI R/V the Shelagh. Using ""sighting time"" not ""reporting time"""
07/08/2017,16:03:57,47.4671,-63.58561167,1,CWI- the Shelagh,No,"Sightings from CWI R/V the Shelagh. Using ""sighting time"" not ""reporting time"""
07/08/2017,16:09:36,47.47073833,-63.59653167,2,CWI- the Shelagh,No,"Sightings from CWI R/V the Shelagh. Using ""sighting time"" not ""reporting time"""
07/08/2017,17:51:40,47.639235,-63.878415,1,CWI- the Shelagh,No,"Sightings from CWI R/V the Shelagh. Using ""sighting time"" not ""reporting time"""
07/08/2017,17:54:40,47.64402,-63.88674167,1,CWI- the Shelagh,No,"Sightings from CWI R/V the Shelagh. Using ""sighting time"" not ""reporting time"""
07/08/2017, 19:18:36,47.750045,-64.07509167,1,CWI- the Shelagh,No,"Sightings from CWI R/V the Shelagh. Using ""sighting time"" not ""reporting time"""
07/08/2017,19:45:33,47.76283333,-64.01826167,1,CWI- the Shelagh,Yes,"Sightings from CWI R/V the Shelagh. Using ""sighting time"" not ""reporting time"""
07/08/2017,20:18:56,47.753235,-64.01313,1,CWI- the Shelagh,No,"Sightings from CWI R/V the Shelagh. Using ""sighting time"" not ""reporting time"""
07/08/2017,20:29:45,47.76253833,-63.999775,2,CWI- the Shelagh,No,"Sightings from CWI R/V the Shelagh. Using ""sighting time"" not ""reporting time"""
07/08/2017,20:38:47,47.75360333,-63.97897667,1,CWI- the Shelagh,No,"Sightings from CWI R/V the Shelagh. Using ""sighting time"" not ""reporting time"""
07/08/2017,20:41:29,47.75307333,-63.98098167,1,CWI- the Shelagh,Yes,"Sightings from CWI R/V the Shelagh. Using ""sighting time"" not ""reporting time"""
07/08/2017,20:50:23,47.74971,-63.95900167,1,CWI- the Shelagh,No,"Sightings from CWI R/V the Shelagh. Using ""sighting time"" not ""reporting time"""
07/08/2017,21:09:30,47.744355,-63.911005,1,CWI- the Shelagh,Yes,"Sightings from CWI R/V the Shelagh. Using ""sighting time"" not ""reporting time"""
07/08/2017, 22:06:22,47.70580833,-64.01643667,1,CWI- the Shelagh,No,"Sightings from CWI R/V the Shelagh. Using ""sighting time"" not ""reporting time"""
07/08/2017,22:10:40,47.70687,-64.02037,1,CWI- the Shelagh,No,"Sightings from CWI R/V the Shelagh. Using ""sighting time"" not ""reporting time"""
07/08/2017,22:15:00,47.70798,-64.01981,1,CWI- the Shelagh,Yes,"Sightings from CWI R/V the Shelagh. Using ""sighting time"" not ""reporting time"""
07/08/2017,22:21:18,47.70954,-64.019395,1,CWI- the Shelagh,No,"Sightings from CWI R/V the Shelagh. Using ""sighting time"" not ""reporting time"""
07/08/2017,23:29:18,47.4271,-64.0645,1,CWI- the Shelagh,Yes,"Sightings from CWI R/V the Shelagh. Using ""sighting time"" not ""reporting time""(off watch but photographed; not in mysticetus  id:""millipede"")"
07/08/2017,14:13:48,47.6329,-64.05933,2,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/08/2017,14:17:11,47.64565,-64.04955,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/08/2017,14:19:25,47.62887,-64.05939,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/08/2017,14:19:50,47.62722,-64.04462,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/08/2017,14:26:13,47.65019,-64.04946,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/08/2017,14:27:51,47.64918,-64.04631,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/08/2017,14:34:52,47.61808,-64.05912,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/08/2017,14:35:58,47.60851,-64.05934,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/08/2017,15:02:34,47.62373,-64.06048,2,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/08/2017,15:05:15,47.62155,-64.05884,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/08/2017,15:09:23,47.58255,-64.06962,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/08/2017,15:13:40,47.61046,-64.06782,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/08/2017,15:15:05,47.60445,-64.08276,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/08/2017,15:17:52,47.61343,-64.06735,2,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/08/2017,15:17:59,47.61562,-64.07017,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/08/2017,15:20:25,47.60682,-64.07674,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/08/2017,15:22:45,47.60935,-64.07127,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/08/2017,15:27:57,47.60271,-64.07847,2,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/08/2017,15:28:01,47.60445,-64.07678,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/08/2017,15:43:05,47.70205,-64.12504,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/08/2017,15:53:19,47.68973,-64.03788,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/08/2017,15:53:23,47.69028,-64.03482,2,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/08/2017,15:55:49,47.71372,-64.01597,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report - Entangled 
07/08/2017,20:28:59,47.74347,-64.13196,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/08/2017,20:36:39,47.73963,-64.12728,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/08/2017,20:41:48,47.73206,-64.06525,2,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/08/2017,20:45:10,47.70955,-64.01853,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/08/2017,20:51:36,47.71058,-64.01116,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/08/2017,21:08:37,47.73769,-64.00543,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/10/2017,12:27:59,47.76631667,-63.970245,1,CWI- the Shelagh,Yes,"Sightings from CWI R/V the Shelagh. Using ""sighting time"" not ""reporting time"""
07/10/2017,12:39:11,47.75801167,-63.96293833,1,CWI- the Shelagh,Yes,"Sightings from CWI R/V the Shelagh. Using ""sighting time"" not ""reporting time"""
07/10/2017,12:47:57,47.75650167,-63.973265,1,CWI- the Shelagh,No,"Sightings from CWI R/V the Shelagh. Using ""sighting time"" not ""reporting time"""
07/10/2017,12:49:44,47.75992667,-63.97601667,1,CWI- the Shelagh,No,"Sightings from CWI R/V the Shelagh. Using ""sighting time"" not ""reporting time"""
07/10/2017,12:50:27,47.761445,-63.97707167,1,CWI- the Shelagh,No,"Sightings from CWI R/V the Shelagh. Using ""sighting time"" not ""reporting time"""
07/10/2017,12:41:32,47.83946,-64.0396,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report - Entangled 
07/10/2017,19:47:09,47.76864,-63.9748,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/10/2017,20:01:05,47.73033,-63.97227,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/10/2017,20:41:31,47.82536,-63.89348,2,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/10/2017,20:41:38,47.82388,-63.88943,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/10/2017,20:46:03,47.82627,-63.85145,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/10/2017,20:47:04,47.82138,-63.84707,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/10/2017,20:49:54,47.82551,-63.88931,2,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/10/2017,20:50:01,47.82269,-63.8918,2,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/10/2017,20:51:25,47.82601,-63.89514,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/10/2017,21:00:25,47.80989,-63.90914,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/10/2017,21:00:54,47.79712,-63.90851,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/10/2017,21:01:21,47.79576,-63.89193,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/10/2017,21:02:32,47.78677,-63.88928,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/10/2017,21:05:28,47.80047,-63.8795,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/10/2017,21:08:40,47.8028,-63.91228,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/10/2017,21:08:49,47.79923,-63.91328,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/10/2017,21:09:02,47.797,-63.90585,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/10/2017,21:18:15,47.80765,-63.91762,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/10/2017,21:21:30,47.80836,-63.89112,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/10/2017,21:28:30,47.79007,-63.90532,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/10/2017,21:32:17,47.79757,-63.91547,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/18/2017,,49.9,-63.43333,1,MICS,,Reported by Christian Ramp
07/19/2017,17:43:05,47.56219,-64.10455,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/19/2017,17:58:43,47.67594,-64.05593,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/19/2017,19:25:38,47.5764,-63.99179,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report - Entangled 
07/20/2017,12:20:27,47.86466667,-63.89983333,1,C&P plane (DFO),?,"Sightings from C&P flight area 4T-I, Pemery converted coordinates to DD"
07/20/2017,12:41:27,47.785,-63.92,1,C&P plane (DFO),?,"Sightings from C&P flight area 4T-I, Pemery converted coordinates to DD"
07/20/2017,12:48:47,47.78666667,-63.9155,1,C&P plane (DFO),?,"Sightings from C&P flight area 4T-I, Pemery converted coordinates to DD"
07/20/2017,12:49:54,47.7875,-63.91183333,1,C&P plane (DFO),?,"Sightings from C&P flight area 4T-I, Pemery converted coordinates to DD"
07/20/2017,12:50:45,47.76,-63.90983333,1,C&P plane (DFO),?,"Sightings from C&P flight area 4T-I, Pemery converted coordinates to DD"
07/20/2017,12:52:07,47.78766667,-63.90233333,1,C&P plane (DFO),?,"Sightings from C&P flight area 4T-I, Pemery converted coordinates to DD"
07/20/2017,12:56:36,47.786,-63.89683333,1,C&P plane (DFO),?,"Sightings from C&P flight area 4T-I, Pemery converted coordinates to DD"
07/20/2017,12:58:29,47.79733333,-63.92733333,1,C&P plane (DFO),?,"Sightings from C&P flight area 4T-I, Pemery converted coordinates to DD"
07/20/2017,13:00:57,47.78166667,-63.92083333,1,C&P plane (DFO),?,"Sightings from C&P flight area 4T-I, Pemery converted coordinates to DD"
07/20/2017,13:02:11,47.78133333,-63.9185,1,C&P plane (DFO),?,"Sightings from C&P flight area 4T-I, Pemery converted coordinates to DD"
07/20/2017,15:11:16,47.58482,-63.45588,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/20/2017,15:13:40,47.59737,-63.46653,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/20/2017,15:29:19,47.59823,-63.44276,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/20/2017,15:31:17,47.59274,-63.46325,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/20/2017,15:31:22,47.59401,-63.46461,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/20/2017,15:32:31,47.59568,-63.46381,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/20/2017,15:34:16,47.58392,-63.45247,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/20/2017,15:36:34,47.5956,-63.45675,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/20/2017,15:40:01,47.58949,-63.45668,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/20/2017,15:46:26,47.62402,-63.47078,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/20/2017,15:51:09,47.62165,-63.47091,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/20/2017,16:20:48,47.84863,-63.74059,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/20/2017,16:22:39,47.86698,-63.7551,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
07/20/2017,16:23:30,47.86009,-63.75426,1,NOAA Twin Otter,Yes,Sightings from NOAA Aerial Report
