datetime_utc,sei,fin,right,humpback,lat,lon,analyst,notes
20150910194608,absent,absent,absent,absent,44.5121,-63.4255,kim.davies,
20150910204608,absent,absent,absent,absent,44.5131,-63.4141,kim.davies,
20150910214608,absent,absent,absent,absent,44.5113,-63.4260,kim.davies,
20150910224608,absent,absent,absent,absent,44.5120,-63.4147,kim.davies,
20150910230108,absent,absent,absent,absent,44.5124,-63.4224,kim.davies,
20150910230344,absent,absent,absent,absent,44.5124,-63.4224,kim.davies,
20150910234608,absent,absent,absent,absent,44.5122,-63.4163,kim.davies,
20150911000108,absent,absent,absent,absent,44.5121,-63.4143,kim.davies,
20150911004608,absent,absent,absent,absent,44.5127,-63.4058,kim.davies,
20150911010108,absent,absent,absent,absent,44.5125,-63.4123,kim.davies,
20150911014608,absent,absent,absent,absent,44.5131,-63.4086,kim.davies,
20150911020108,absent,absent,absent,absent,44.5133,-63.4057,kim.davies,
20150911024608,absent,absent,absent,absent,44.5139,-63.3971,kim.davies,
20150911030108,absent,absent,absent,absent,44.5135,-63.4024,kim.davies,
20150911034608,absent,absent,absent,absent,44.5138,-63.3971,kim.davies,
20150911044608,absent,absent,absent,absent,44.5145,-63.3856,kim.davies,
20150911054608,absent,absent,absent,absent,44.5151,-63.3865,kim.davies,
20150911064608,absent,absent,absent,absent,44.5156,-63.3748,kim.davies,
20150911074608,absent,absent,absent,absent,44.5173,-63.3768,kim.davies,
20150911084608,absent,absent,absent,absent,44.5174,-63.3657,kim.davies,
20150911094608,absent,absent,absent,absent,44.5196,-63.3677,kim.davies,
20150911104608,absent,absent,absent,absent,44.5191,-63.3567,kim.davies,
20150911114608,absent,absent,absent,absent,44.5196,-63.3592,kim.davies,
20150911124608,absent,absent,absent,absent,44.5191,-63.3485,kim.davies,
20150911134608,absent,absent,absent,absent,44.5190,-63.3533,kim.davies,
20150911144608,absent,absent,absent,absent,44.5185,-63.3418,kim.davies,
20150911154608,absent,absent,absent,absent,44.5157,-63.3526,kim.davies,
20150911164608,absent,absent,absent,absent,44.5084,-63.3460,kim.davies,classified+Eg+upcall+not+convincing.++Looks+like+a+rudder+pitch+track.
20150911174608,absent,absent,absent,absent,44.5013,-63.3398,kim.davies,
20150911184608,absent,absent,absent,absent,44.4944,-63.3334,kim.davies,
20150911194608,absent,absent,absent,absent,44.4874,-63.3275,kim.davies,
20150911204608,absent,absent,absent,absent,44.4802,-63.3217,kim.davies,
20150911213149,absent,absent,absent,absent,44.4772,-63.3499,kim.davies,
20150911213319,absent,absent,absent,absent,44.4772,-63.3499,kim.davies,
20150911213438,absent,absent,absent,absent,44.4772,-63.3499,kim.davies,
20150911214608,absent,absent,absent,absent,44.4785,-63.3498,kim.davies,
20150911224608,absent,absent,absent,absent,44.4712,-63.3433,kim.davies,
20150911234608,absent,absent,absent,absent,44.4642,-63.3368,kim.davies,
20150912004608,absent,absent,absent,absent,44.4571,-63.3302,kim.davies,
20150912014608,absent,absent,absent,absent,44.4502,-63.3235,kim.davies,
20150912024608,absent,absent,absent,absent,44.4433,-63.3170,kim.davies,Classified+Eg+upcall+has+reasonable+shape+but+is+not+at+all+isolated%2C+occurring+among+rudder+noise.++There+are+no+other+Eg+calls+in+the+record.++not+convincing+enough+for+a+possible.++check+spectrogram.
20150912034608,absent,absent,absent,absent,44.4438,-63.3196,kim.davies,Unclassified+downsweep+in+panel+13%3F
20150912044608,absent,absent,absent,absent,44.4368,-63.3134,kim.davies,Call+type+17+classified+has+a+steep+shape.++Not+isolated+from+other+noises.++suspicious.
20150912054608,absent,absent,absent,absent,44.4297,-63.3073,kim.davies,
20150912064608,absent,absent,absent,absent,44.4227,-63.3010,kim.davies,HF+downsweeps+in+panels+3%2C+8%3F
20150912070108,absent,absent,absent,absent,44.4208,-63.2995,kim.davies,
20150912074608,absent,absent,absent,absent,44.4156,-63.2948,kim.davies,
20150912084608,absent,absent,maybe,absent,44.4087,-63.2882,kim.davies,Two+upcalls%2C+one+classified.++Both+are+a+bit+short+but+are+reasonable+amplitude+and+isolated.
20150912094608,absent,absent,absent,absent,44.4070,-63.2960,kim.davies,
20150912100108,absent,absent,absent,absent,44.4051,-63.2942,kim.davies,
20150912104608,absent,absent,absent,absent,44.3999,-63.2893,kim.davies,
20150912114608,absent,absent,absent,absent,44.3930,-63.2826,kim.davies,
