Time,TrkLatitude,TrkLongitude,TrkAltitude,HeadingPlatMagnetic,HeadingPlatTrue,PlatformSpeed,TrkDist,LAT - ENVIRONMENTALS,LONG - ENVIRONMENTALS,MONTH - ENVIRONMENTALS,DAY - ENVIRONMENTALS,YEAR - ENVIRONMENTALS,LEGTYPE - ENVIRONMENTALS,LEGSTAGE - ENVIRONMENTALS,WX - ENVIRONMENTALS,CLOUD - ENVIRONMENTALS,VISIBLTY - ENVIRONMENTALS,BEAUFORT - ENVIRONMENTALS,ENVIRO NOTES - ENVIRONMENTALS,LAT - SIGHTINGS,LONG - SIGHTINGS,SIGHTNO - SIGHTINGS,SPECCODE - SIGHTINGS,IDREL - SIGHTINGS,NUMBER - SIGHTINGS,OBS - SIGHTINGS,CONFIDNC - SIGHTINGS,NUMCALF - SIGHTINGS,ANHEAD - SIGHTINGS,PHOTOS - SIGHTINGS,BEHAV1 - SIGHTINGS,BEHAV2 - SIGHTINGS,BEHAV3 - SIGHTINGS,BEHAV4 - SIGHTINGS,BEHAV5 - SIGHTINGS,BEHAV6 - SIGHTINGS,BEHAV7 - SIGHTINGS,BEHAV8 - SIGHTINGS,BEHAV9 - SIGHTINGS,BEHAV10 - SIGHTINGS,BEHAV11 - SIGHTINGS,BEHAV12 - SIGHTINGS,BEHAV13 - SIGHTINGS,BEHAV14 - SIGHTINGS,BEHAV15 - SIGHTINGS,NOTES - SIGHTINGS
2017-07-03 07:34:01.8 ADT,46.8843016666667,-63.9169416666667,9 m,58,39,9.1 kts,0.1519647235 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 07:35:01.8 ADT,46.8862483333333,-63.9146583333333,9 m,58.3,39.3,9 kts,0.1497993219 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 07:36:01.8 ADT,46.8882,-63.9123966666667,8 m,57.9,38.9,9 kts,0.1494779369 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 07:37:01.8 ADT,46.8901583333333,-63.9101416666667,8 m,57.2,38.2,8.9 kts,0.1496205057 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 07:38:01.8 ADT,46.8921033333333,-63.9079216666667,8 m,57.8,38.8,8.9 kts,0.148102589 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 07:39:01.9 ADT,46.8940466666667,-63.9057133333333,8 m,54.2,35.2,8.8 kts,0.1477275953 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 07:40:01.9 ADT,46.896005,-63.903525,8 m,56.5,37.5,8.9 kts,0.1479385088 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 07:41:01.9 ADT,46.8979716666667,-63.90134,9 m,57.1,38.1,8.9 kts,0.1482517604 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 07:42:02.0 ADT,46.8999383333333,-63.8991533333333,9 m,57.3,38.3,8.9 kts,0.1482911252 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 07:43:02.0 ADT,46.9019033333333,-63.8969366666667,9 m,56.9,37.9,8.9 kts,0.1489575751 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 07:44:02.0 ADT,46.9038916666667,-63.894735,8 m,55.1,36.1,9 kts,0.1496955255 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 07:45:01.9 ADT,46.9058783333333,-63.8925016666667,8 m,57.2,38.2,9 kts,0.1504013963 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 07:46:01.9 ADT,46.907955,-63.8904966666667,7 m,51.8,32.8,9 kts,0.1493651802 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 07:47:02.0 ADT,46.910035,-63.88849,7 m,51.9,32.9,9 kts,0.1495681404 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 07:48:02.1 ADT,46.9121416666667,-63.8865466666667,7 m,53.1,34.1,9 kts,0.1495048886 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 07:49:02.2 ADT,46.9142316666667,-63.8845566666667,8 m,52.4,33.4,9.1 kts,0.1496924911 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 07:50:02.2 ADT,46.9163266666667,-63.88256,7 m,52.6,33.6,8.9 kts,0.1500914973 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 07:51:02.2 ADT,46.91841,-63.8805966666667,9 m,49.8,30.8,9 kts,0.1487588629 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 07:52:02.3 ADT,46.920515,-63.878635,10 m,47.4,28.4,8.9 kts,0.1498159597 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 07:53:02.3 ADT,46.9226483333333,-63.8768216666667,9 m,53.1,34.1,8.9 kts,0.1481066042 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 10:53:04.4 UTC,46.9226483333333,-63.8768216666667,9 m,53.1,34.1,8.9 kts,0.1481066042 nm,46.922715,-63.8767533333333,7,3,2017,5,2,C,1,5,4,TROUBLESHOOTING WITH TRACKING ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 07:54:02.4 ADT,46.92475,-63.8749616666667,11 m,51.4,32.4,8.8 kts,0.1474446744 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 07:55:02.4 ADT,46.9268083333333,-63.873085,9 m,48.4,29.4,8.7 kts,0.1455828147 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 07:56:02.4 ADT,46.9288633333333,-63.8713016666667,8 m,50.3,31.3,8.7 kts,0.143423037 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 07:57:02.4 ADT,46.9309116666667,-63.8694783333333,7 m,49.1,30.1,8.7 kts,0.1439224497 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 07:58:02.4 ADT,46.933015,-63.8677666666667,7 m,52.7,33.7,8.7 kts,0.1444743203 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 07:59:02.4 ADT,46.935075,-63.865995,10 m,48.2,29.2,8.5 kts,0.1434342538 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:00:02.5 ADT,46.9371533333333,-63.8642466666667,9 m,48.3,29.3,8.6 kts,0.1439042523 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:01:02.5 ADT,46.939205,-63.8625216666667,11 m,47.2,28.2,8.5 kts,0.142038098 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:02:02.5 ADT,46.941225,-63.8607616666667,11 m,48.4,29.4,8.5 kts,0.1411191613 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:03:02.6 ADT,46.9432566666667,-63.859065,11 m,50.8,31.8,8.4 kts,0.1404163929 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:04:02.6 ADT,46.9453133333333,-63.85734,13 m,51.4,32.4,8.6 kts,0.1422945205 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:05:02.6 ADT,46.9473533333333,-63.8556133333333,12 m,51.3,32.3,8.4 kts,0.1414598226 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:06:02.7 ADT,46.9493966666667,-63.853815,13 m,47.9,28.9,8.5 kts,0.1431221844 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:07:02.7 ADT,46.951435,-63.85212,14 m,48.9,29.9,8.5 kts,0.1407252726 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:08:02.7 ADT,46.953455,-63.8503566666667,13 m,49.9,30.9,8.3 kts,0.141180617 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:09:02.7 ADT,46.9554366666667,-63.84861,14 m,50.6,31.6,8.3 kts,0.1388536895 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:10:02.8 ADT,46.957445,-63.8469333333333,12 m,48.5,29.5,8.3 kts,0.1387842716 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:11:02.8 ADT,46.95945,-63.8452333333333,11 m,47,28,8.4 kts,0.1390856052 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:12:02.8 ADT,46.961465,-63.843645,12 m,48.2,29.2,8.3 kts,0.1373781871 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:13:02.9 ADT,46.963485,-63.8421883333333,11 m,39.3,20.3,8.2 kts,0.1351739644 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:14:02.9 ADT,46.9656,-63.840965,10 m,42.4,23.4,8.2 kts,0.1365207555 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:15:02.9 ADT,46.96767,-63.839655,10 m,43.7,24.7,8.2 kts,0.1353788148 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:16:02.9 ADT,46.9698016666667,-63.838395,9 m,33.3,14.3,8.2 kts,0.1380054991 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:17:03.0 ADT,46.97209,-63.8382633333333,8 m,20,1,8.3 kts,0.137498436 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:18:03.0 ADT,46.9744,-63.8382616666667,8 m,18.1,359.1,8.3 kts,0.1386934728 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:19:03.0 ADT,46.97668,-63.8382833333333,7 m,15.6,356.6,8.2 kts,0.1368951199 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:20:03.0 ADT,46.9789233333333,-63.8382833333333,7 m,16.6,357.6,8.2 kts,0.1346907589 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:21:02.9 ADT,46.9811733333333,-63.838315,7 m,17,358,8 kts,0.1350972561 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:21:32.9 ADT,46.9822833333333,-63.8383533333333,7 m,17.1,358.1,8 kts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:21:33.9 ADT,46.9823216666667,-63.838355,7 m,16.9,357.9,8 kts,0.0023025631 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:21:34.9 ADT,46.9823583333333,-63.8383583333333,7 m,16.9,357.9,8 kts,0.0022057134 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:21:35.9 ADT,46.982395,-63.83836,7 m,16.7,357.7,8 kts,0.0022025417 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:21:36.9 ADT,46.9824316666667,-63.8383633333333,7 m,16.7,357.7,8 kts,0.0022057134 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:21:37.9 ADT,46.98247,-63.8383666666667,7 m,16.3,357.3,8 kts,0.0023055972 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:21:39.0 ADT,46.9825066666667,-63.83837,7 m,15.5,356.5,8 kts,0.0022057134 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:21:40.0 ADT,46.9825433333333,-63.838375,7 m,15.4,356.4,8 kts,0.0022109894 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:21:42.3 ADT,46.982655,-63.8383833333333,7 m,15.5,356.5,8 kts,0.0067132012 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:21:44.3 ADT,46.9827266666667,-63.8383866666667,7 m,16.7,357.7,8 kts,0.0043050651 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:21:46.3 ADT,46.9828016666667,-63.8383866666667,7 m,18,359,7.9 kts,0.0045030343 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:21:48.3 ADT,46.982875,-63.838385,7 m,19,0,8 kts,0.0044034961 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:21:50.3 ADT,46.98295,-63.8383816666667,7 m,19.6,0.6,8.1 kts,0.0045051037 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:21:52.3 ADT,46.983025,-63.83838,7 m,19.5,0.5,8.1 kts,0.0045035517 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:21:54.4 ADT,46.9830983333333,-63.83838,7 m,19.4,0.4,8.1 kts,0.0044029669 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 11:21:55.3 UTC,46.9830983333333,-63.83838,7 m,19.4,0.4,8.1 kts,0.0044029669 nm,46.9831366666667,-63.83838,7,3,2017,5,2,C,1,5,4,"W/C MEM-P, DDM-S, PKH-REC - ",,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:21:56.4 ADT,46.9831733333333,-63.8383816666667,7 m,18.7,359.7,8.1 kts,0.0045035517 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:21:58.4 ADT,46.983245,-63.838385,7 m,17.7,358.7,8 kts,0.0043050651 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:22:00.4 ADT,46.9833183333333,-63.83839,7 m,16.9,357.9,8 kts,0.0044077274 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:22:02.4 ADT,46.98339,-63.8383966666667,7 m,16.5,357.5,7.9 kts,0.0043115554 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:22:04.4 ADT,46.9834633333333,-63.8384033333333,7 m,15.9,356.9,7.9 kts,0.0044114264 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:22:06.4 ADT,46.983535,-63.8384066666667,7 m,15.9,356.9,8 kts,0.004305065 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:22:08.4 ADT,46.9836083333333,-63.8384116666667,7 m,16.7,357.7,8 kts,0.0044077273 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:22:10.5 ADT,46.9836833333333,-63.8384133333333,7 m,17.2,358.2,8.1 kts,0.0045035517 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:22:12.5 ADT,46.9837566666667,-63.8384133333333,7 m,18.4,359.4,8.1 kts,0.0044029669 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:22:14.5 ADT,46.98383,-63.83841,7 m,19.8,0.800000000000001,8 kts,0.0044050832 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:22:16.5 ADT,46.983905,-63.838405,7 m,20.8,1.8,8.1 kts,0.004507689 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:22:18.5 ADT,46.98398,-63.8384,7 m,21,2,8.1 kts,0.004507689 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:22:20.5 ADT,46.984055,-63.8383966666667,7 m,20.9,1.9,8.1 kts,0.0045051037 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:22:22.5 ADT,46.9841283333333,-63.838395,7 m,19.6,0.600000000000001,8 kts,0.004403496 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:22:24.5 ADT,46.9842033333333,-63.8383983333333,7 m,17.8,358.8,7.9 kts,0.0045051036 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:22:26.6 ADT,46.9842766666667,-63.838405,7 m,16.4,357.4,7.9 kts,0.0044114262 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:22:28.6 ADT,46.9843516666667,-63.8384133333333,7 m,15.4,356.4,8 kts,0.0045159521 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:22:30.6 ADT,46.9844266666667,-63.8384233333333,7 m,15.1,356.1,8 kts,0.0045216242 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:22:32.6 ADT,46.9845033333333,-63.8384333333333,7 m,14.9,355.9,8.1 kts,0.0046212891 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:22:34.6 ADT,46.98458,-63.8384433333333,7 m,14.7,355.7,8.1 kts,0.004621289 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:22:36.6 ADT,46.984655,-63.8384516666667,7 m,14.7,355.7,8.1 kts,0.004515952 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:22:38.6 ADT,46.98473,-63.8384583333333,7 m,15.1,356.1,8.1 kts,0.0045113058 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:22:40.6 ADT,46.9848033333333,-63.8384616666667,7 m,16.3,357.3,8 kts,0.0044050832 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:22:42.7 ADT,46.9848766666667,-63.838465,7 m,17.6,358.6,7.9 kts,0.0044050832 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:22:44.7 ADT,46.98495,-63.8384633333333,8 m,19.2,0.2,7.9 kts,0.004403496 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:22:46.7 ADT,46.985025,-63.83846,8 m,20.4,1.4,7.9 kts,0.0045051036 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:22:48.7 ADT,46.9850983333333,-63.8384533333333,8 m,21,2,7.9 kts,0.0044114259 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:22:50.7 ADT,46.9851733333333,-63.83845,8 m,20.5,1.5,8 kts,0.0045051036 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:22:52.7 ADT,46.9852466666667,-63.8384466666667,8 m,20.1,1.1,8 kts,0.0044050831 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:22:54.8 ADT,46.9853216666667,-63.838445,8 m,19.8,0.8,8.1 kts,0.0045035517 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:22:56.8 ADT,46.9853966666667,-63.8384433333333,8 m,20,1,8.1 kts,0.0045035517 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:22:58.8 ADT,46.9854733333333,-63.83844,8 m,20.5,1.5,8.1 kts,0.004605126 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:23:00.8 ADT,46.98555,-63.8384383333333,8 m,20.3,1.3,8.2 kts,0.0046036079 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:23:02.8 ADT,46.985625,-63.8384366666667,8 m,19.6,0.6,8.2 kts,0.0045035517 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03 08:23:04.8 ADT,46.9857,-63.8384366666667,8 m,18.5,359.5,8.2 kts,0.0045030343 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
